workload,protocol,thread,clients,handler,tps,commits,aborts,aborts+commits,elapsed_time,epoch_duration,checkpoint_interval,rehash_threshold,prefetch_locality
"a","Silo",1,1,true,21200,106002,0,106002,5000,20,10,0.8,3
"a","Silo",1,1,true,21621,108106,0,108106,5000,20,10,0.8,3
"a","Silo",1,1,true,21079,105395,1,105396,5000,20,10,0.8,3
"a","Silo",1,1,true,25481,127409,0,127409,5000,20,20,0.8,3
"a","Silo",1,1,true,25287,126437,0,126437,5000,20,20,0.8,3
"a","Silo",1,1,true,24115,120575,0,120575,5000,20,20,0.8,3
"a","Silo",1,1,true,24823,124117,0,124117,5000,20,30,0.8,3
"a","Silo",1,1,true,29251,146256,0,146256,5000,20,30,0.8,3
"a","Silo",1,1,true,24059,120295,0,120295,5000,20,30,0.8,3
"a","Silo",1,1,true,17495,87475,0,87475,5000,30,1,0.8,3
"a","Silo",1,1,true,17123,92623,0,92623,5409,30,1,0.8,3
"a","Silo",1,1,true,17485,87428,0,87428,5000,30,1,0.8,3
"a","Silo",1,1,true,21908,109541,0,109541,5000,30,10,0.8,3
"a","Silo",1,1,true,22081,110405,0,110405,5000,30,10,0.8,3
"a","Silo",1,1,true,22129,110648,1,110649,5000,30,10,0.8,3
"a","Silo",1,1,true,25411,127057,0,127057,5000,30,20,0.8,3
"a","Silo",1,1,true,24552,122764,0,122764,5000,30,20,0.8,3
"a","Silo",1,1,true,25002,125013,0,125013,5000,30,20,0.8,3
"a","Silo",1,1,true,23923,119617,0,119617,5000,30,30,0.8,3
"a","Silo",1,1,true,24131,120655,0,120655,5000,30,30,0.8,3
"a","Silo",1,1,true,25733,128666,0,128666,5000,30,30,0.8,3
"a","Silo",1,1,true,17548,87740,0,87740,5000,40,1,0.8,3
"a","Silo",1,1,true,17220,92235,0,92235,5356,40,1,0.8,3
"a","Silo",1,1,true,17114,85572,0,85572,5000,40,1,0.8,3
"a","Silo",1,1,true,21699,108496,0,108496,5000,40,10,0.8,3
"a","Silo",1,1,true,20842,104214,0,104214,5000,40,10,0.8,3
"a","Silo",1,1,true,22544,112723,0,112723,5000,40,10,0.8,3
"a","Silo",1,1,true,24342,121712,0,121712,5000,40,20,0.8,3
"a","Silo",1,1,true,25237,126185,0,126185,5000,40,20,0.8,3
"a","Silo",1,1,true,25296,126480,0,126480,5000,40,20,0.8,3
"a","Silo",1,1,true,25376,126883,0,126883,5000,40,30,0.8,3
"a","Silo",1,1,true,25033,125165,0,125165,5000,40,30,0.8,3
"a","Silo",1,1,true,25765,128827,0,128827,5000,40,30,0.8,3
"a","Silo",1,1,true,24864,124324,0,124324,5000,1,30,0.1,3
"a","Silo",1,1,true,25266,126333,0,126333,5000,1,30,0.1,3
"a","Silo",1,1,true,25478,127392,0,127392,5000,1,30,0.1,3
"a","Silo",1,1,true,25257,126288,0,126288,5000,1,30,0.4,3
