innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
6GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,205.26,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,210.41,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,209.57,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,207.59,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,232.87,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,235.76,oltp_read_write,64,5000000,4
8GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,228.23,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,215.5,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,228.81,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,236.7,oltp_read_write,64,5000000,4
9GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,227.46,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,217.28,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,237.94,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,233.79,oltp_read_write,64,5000000,4
12GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,234.76,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,214.01,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,198.99,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,183.69,oltp_read_write,64,5000000,4
1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,210.13,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,234.58,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,203.68,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,219.87,oltp_read_write,64,5000000,4
2GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,214.07,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,223.65,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,203.52,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,217.82,oltp_read_write,64,5000000,4
3GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,216.44,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,220.76,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,198.79,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,204.33,oltp_read_write,64,5000000,4
4GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,213.72,oltp_read_write,64,5000000,4
6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,226.1,oltp_read_write,64,5000000,4
