id,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Status),Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu
372,161.17,27.300000000046563,35.13000000000466,0,0,2.375,0.3849999999998772,11.49499999999898,19.104999999995925,33.80259372221269,2114527232,6255517696,0,0,0.0002343133468172,,0,0,90.70243899339374,3604.72,62523,2900,113,8883,74.68000000016764,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,163.8,163.82,68615.32,327.56,1024376832,16777216,8388608,142072.28,6642780.88,79,2,16384,413,4000,0,0,655.0600000000001,0,0.58,0,0,0,32751.18,327.52,112,2000,0,0.2,0,0.2,3275.74,0.9999389488207964,0.2,0.0,0,0,164.14,0,9,0,4258.52,1638.0,0.0,0,0,163.8,163.82,2620.88,,,3439.54,,99,22.957524883425386,24647561216,,,,,,,163.8,327.54,3508716.39,3509788.7700000005,3991.06,3084.26,99.94999999995343,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
373,163.67,27.48000000009779,34.98500000000786,0,0,2.4599999999995816,0.4200000000000159,10.85500000000684,19.455000000001743,33.81798109775501,2115489792,6255517696,0,0,0.0002341704683201,,0,0,90.65970962265962,3535.2200000000003,57740,7671,125,8462,77.85999999986961,0,0,5.333333333333333,5,6,5,5,151,0,0.0,0,0.3600216012960778,0,0.0,0.0,0,0.0,0.0,0,200.7720463227794,0.0,100.56603396203774,160.64,160.66,67300.16,321.28000000000003,946012160,16777216,8388608,139340.68,6515050.0,79,2,16384,413,4000,0,0,642.5,0,0.54,0,0,0,32125.46,321.26,112,2000,0,0.18,0,0.18,3212.6,0.9999439737548168,0.18,0.0,0,0,161.0,0,9,0,4176.4400000000005,1606.48,0.0,0,0,,160.66,2570.3,,,3373.26,,100,22.96551761236928,24656142336,,,,,,,160.66,321.28000000000003,3516603.42,3517660.75,4019.72,2977.96,99.98600000003351,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
374,124.64,33.03999999992084,33.11999999998807,0,0,2.0999999999994543,0.3799999999998817,9.389999999999418,18.05500000000029,33.616046348084694,2102857728,6255517696,0,0,0.0002340400239781,,0,0,88.5704990186419,2767.7000000000003,65113,342,81,12624,69.86000000033528,0,0,6.0,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.52,0.0,125.94,125.72,125.72,52693.26,251.44,1066811392,16777216,8388608,109084.22,5101980.3,79,2,16384,413,4000,0,0,503.08,0,0.6,0,0,0,25151.14,251.52,112,2000,0,0.2,0,0.2,2514.8,0.999920477137177,0.2,0.0,0,0,126.16,0,9,0,3269.12,1257.2,0.0,0,0,125.72,125.72,2012.18,,,2640.52,,97,22.96424335391235,24654774272,,,,,,125.72,125.72,251.48,2770285.44,2770240.0,3429.6,3063.34,100.00400000007356,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
375,142.28,30.92500000004657,32.63999999999942,0,0,2.215000000000145,0.4499999999999318,10.039999999997235,19.32500000001164,34.341413778969184,2148233216,6255517696,0,0,0.0002339216113279,,0,0,89.41556957204418,3122.987379242755,65219,189,128,8024,72.65999999968335,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.64,0.0,126.04,141.90851451087067,141.90851451087067,59441.64649878994,283.7770266215973,1068548096,16777216,8388608,123094.92569554177,5755235.474128448,79,2,16384,294,4000,0,0,567.4740484429067,0,0.620037202232134,0,0,0,28372.9423765426,283.73702422145334,69,2000,0,0.2000120007200432,0,0.2000120007200432,2837.7302638158294,0.9999295218764096,0.2000120007200432,0.0,0,0,142.28853731223876,0,9,0,3689.121347280837,1419.0051403084187,0.0,0,0,141.90851451087067,141.90851451087067,2270.4762285737147,,,2979.618777126628,,497,22.958425257664405,24648527872,,,,,,,141.90851451087067,283.7570254215253,3107283.5,3107969.76,3511.38,2918.68,100.002000000095,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
376,144.83,31.964999999967404,33.0,0,0,2.1650000000004184,0.3700000000000045,9.710000000006405,18.63999999999941,34.088209603555725,2132393984,6255517696,0,0,0.0002337902910123,,0,0,90.17532033964628,3177.3,65402,0,134,8492,72.9199999999255,0,0,6.0,5,6,5,5,151,0,0.0,0,0.3599784012959222,0,0.0,0.0,0,0.0,0.0,0,200.74795512269264,0.0,100.55396676199427,144.32,144.3,60482.24,288.68,1071546368,16777216,8388608,125231.24,5855736.0600000005,79,2,16384,292,4000,0,0,577.4,0,0.64,0,0,0,28867.48,288.68,69,2000,0,0.2,0,0.2,2887.16,0.9999307325723152,0.2,0.0,0,0,144.78,0,9,0,3753.26,1443.4,0.0,0,0,144.38,144.34,2310.14,,,3031.5,,897,22.964174681300896,24654700544,,,,,,144.34,144.34,288.68,3157988.77,3159082.46,3531.28,2827.98,100.00400000007356,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
377,147.44,32.28499999968335,32.48999999999796,0,0,2.25,0.5049999999999955,9.86999999999898,18.514999999984862,34.240773795103024,2141937664,6255517696,0,0,0.0002336659202661,,0,0,90.50764065495636,3244.280457563395,64917,478,141,8419,69.78000000026077,0,0,6.0,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.76,0.0,100.56,147.40820734341253,147.40820734341253,61769.218462523,294.81641468682506,1063600128,16777216,8388608,127872.01023918086,5980209.183265339,79,2,16384,294,4000,0,0,589.692824574034,0,0.5999520038396928,0,0,0,29482.92136629069,294.83641308695303,69,2000,0,0.1999840012798976,0,0.1999840012798976,2948.0641548676103,0.9999321688994404,0.1999840012798976,0.0,0,0,147.80817534597233,0,9,0,3832.493400527958,1474.0820734341253,0.0,0,0,,147.40820734341253,2358.7313014958804,,,3095.472362211023,,1297,22.964209017606628,24654737408,,,,,,147.40820734341253,147.40820734341253,294.81641468682506,3210216.8,3211291.85,3578.02,2884.2000000000003,99.97200000006708,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
378,142.95,32.940000000060536,31.435000000004948,0,0,2.164999999999964,0.3600000000000136,9.93500000000131,19.05999999999767,33.8113678001815,2115076096,6255517696,0,0,0.0002335317524575,,0,0,90.57070985201476,3139.54,65432,0,104,8091,73.35999999986961,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.76,0.0,126.14,142.62,142.64,59760.04,285.22,1072037888,16777216,8388608,123737.24,5785794.36,79,2,16384,414,4000,0,0,570.5,0,0.6,0,0,0,28524.0,285.24,112,2000,0,0.2,0,0.2,2852.86,0.9999298998268528,0.2,0.0,0,0,143.02,0,9,0,3708.64,1426.28,0.0,0,0,142.66,142.64,2282.66,,,2995.5,,103,22.959142504939567,24649297920,,,,,,142.64,142.64,285.22,3118858.04,3119946.1,3554.96,2810.28,100.00600000005215,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
379,131.62,32.97000000008848,32.17000000000553,0,0,2.2000000000002733,0.3349999999999227,9.794999999998254,18.41500000000088,34.0208980203323,2128183296,6255517696,0,0,0.0002334130626123,,0,0,91.28874976346822,2857.04,64496,899,141,6675,71.79999999981374,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.28,0.0,125.74,129.8,129.8,54373.74,259.6,1056702464,16777216,8388608,112605.2,5264716.0600000005,79,2,16384,294,4000,0,0,519.12,0,0.58,0,0,0,25953.38,259.56,69,2000,0,0.2,0,0.2,2596.06,0.9999229661127932,0.2,0.0,0,0,130.18,0,9,0,3374.86,1298.0,0.0,0,0,129.8,129.8,2077.14,,,2725.86,,503,22.964193757026308,24654721024,,,,,,129.8,129.8,259.6,2842639.94,2842586.37,3441.6800000000003,3450.24,99.98200000007635,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
380,132.05,33.11499999999069,31.52999999999156,0,0,2.2999999999992724,0.4950000000000045,9.805000000000293,18.335000000006403,34.335127872364666,2147840000,6255517696,0,0,0.0002332917636278,,0,0,91.17533069957548,2875.34,65369,0,167,6688,69.39999999990687,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.2,0.0,113.3,130.66,130.66,54733.32,261.34000000000003,1071005696,16777216,8388608,113333.22,5299401.82,79,2,16384,293,4000,0,0,522.5600000000001,0,0.52,0,0,0,26130.0,261.3,69,2000,0,0.18,0,0.18,2612.74,0.999931111553358,0.18,0.0,0,0,131.0,0,9,0,3396.7200000000003,1306.6,0.0,0,0,130.66,130.66,2090.36,,,2743.4,,893,22.964331102249204,24654868480,,,,,,130.66,130.66,261.32,2876399.35,2877490.0300000003,3436.16,3362.98,100.01199999998788,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
381,131.99,32.95999999996275,31.91500000000088,0,0,2.149999999999636,0.5950000000000273,9.77499999999418,17.970000000001164,34.50340683042327,2158366720,6255517696,0,0,0.0002331743766963,,0,0,91.02939648873216,2884.34,65306,29,201,6475,68.18000000016764,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,131.02,131.02,54906.94,262.04,1069973504,16777216,8388608,113676.5,5316936.74,79,2,16384,295,4000,0,0,524.2,0,0.62,0,0,0,26205.36,262.06,69,2000,0,0.22,0,0.22,2620.92,0.9999160670547932,0.22,0.0,0,0,131.42000000000002,0,9,0,3407.06,1310.2,0.0,0,0,131.04,131.02,2097.12,,,2751.94,,1293,22.96225184818027,24652636160,,,,,,131.02,131.02,262.04,2868615.53,2869697.21,3421.08,3348.02,99.99800000002142,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
382,155.67,29.8499999998603,34.04500000000553,0,0,2.3049999999998363,0.4149999999999068,10.36999999999898,18.674999999995634,33.54559181155899,2098450432,6255517696,0,0,0.0002330487354149,,0,0,90.6217571121957,3359.08,65392,0,144,5396,72.3000000002794,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.32,0.0,113.4,152.62,152.6,63946.64,305.28000000000003,1071382528,16777216,8388608,132389.02,6190955.5600000005,79,2,16384,413,4000,0,0,610.52,0,0.58,0,0,0,30526.12,305.28000000000003,112,2000,0,0.2,0,0.2,3052.44,0.9999344829393576,0.2,0.0,0,0,153.02,0,9,0,3968.16,1526.16,0.0,0,0,152.64,,2442.2000000000003,,,3205.04,,100,22.87814315973291,24562335744,,,,,,152.64,,305.28000000000003,3335830.68,3336915.4,3737.98,3210.64,99.94800000009128,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
383,144.32,32.11999999999534,32.42000000000553,0,0,2.224999999999909,0.3300000000000409,9.885000000002035,18.939999999987776,33.74510386805882,2110930944,6255517696,0,0,0.0002329149729805,,0,0,90.4651983395271,3165.88,64933,491,112,8018,70.0,0,0,5.5,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.88,0.0,100.66,143.86,143.86,60266.12,287.72,1063862272,16777216,8388608,124787.64,5835064.14,79,2,16384,414,4000,0,0,575.36,0,0.6,0,0,0,28768.0,287.68,112,2000,0,0.2,0,0.2,2876.8,0.999930483142162,0.2,0.0,0,0,144.24,0,9,0,3739.94,1438.6,0.0,0,0,,143.86,2301.68,,,3020.66,,102,22.965178064457103,24655777792,,,,,,143.86,143.86,287.7,3130397.4800000004,3131492.4200000004,3572.7200000000003,2859.34,100.00599999993574,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
384,139.16,32.279999999911524,31.379999999990105,0,0,2.199999999999818,0.3900000000000432,9.775000000001455,19.869999999995343,34.09927541830744,2133086208,6255517696,0,0,0.0002327854635343,,0,0,90.55658203726112,3142.2200000000003,65436,0,100,15197,71.62000000011174,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.88,0.0,100.66,142.78,142.78,59825.880000000005,285.56,1072103424,16777216,8388608,123850.16,5792703.84,79,2,16384,414,4000,0,0,571.1800000000001,0,0.62,0,0,0,28556.74,285.6,112,2000,0,0.22,0,0.22,2855.3,0.999922956239144,0.22,0.0,0,0,143.20000000000002,0,9,0,3712.0,1427.8,0.0,0,0,,142.78,2284.44,,,2998.08,,106,23.88691711593497,25645371392,,,,,,142.78,142.78,285.58,3105528.4,3106204.15,3570.7200000000003,2542.98,99.96999999997206,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
385,140.51,31.96691801516473,32.83196991819685,0,0,2.0951257075422527,0.4850291017461753,9.525571534289876,18.821129267770328,33.71531128988113,2109067264,6255517696,0,0,0.0002326600429003,,0,0,90.59741499817878,3032.16,65437,0,99,15206,71.1582694958531,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.76,0.0,100.56,137.74,137.74,57729.380000000005,275.48,1072119808,16777216,8388608,119502.58,5589233.86,79,2,16384,413,4000,0,0,551.14,0,0.58,0,0,0,27554.26,275.56,112,2000,0,0.2,0,0.16,2755.34,0.999941934313192,0.16,0.0,0,0,138.14,0,9,0,3581.7200000000003,1377.4,0.0,0,0,137.74,137.74,2204.6,,,2893.04,,112,32.59140715636521,34990649344,,,,,,137.74,137.74,275.5,3013394.48366902,3013351.921115267,3448.0868852131134,2464.2278536712206,99.92599555965909,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
386,128.54,28.180000000051223,28.705000000009026,0,0,2.155000000000655,0.4200000000000159,9.67500000000291,27.034999999996217,33.52994252324149,2097471488,6255517696,0,0,0.0002325374532803,,0,0,94.57961452653302,2818.16,64732,718,86,7941,72.73999999975786,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4000800160032006,0,0.0,0.0,0,0.0,0.0,0,226.12522504500905,0.0,113.2226445289058,128.0,128.0,53647.42,256.12,1060569088,16777216,8388608,111079.54,5195133.98,79,2,16384,5,1,0,0,512.16,0,0.66,0,0,0,25608.0,256.08,112,2000,0,0.22,0,2560.9,0.0,0.0,2560.9,2560.9,0,0,128.48,0,9,0,3328.8,1280.24,0.0,0,0,128.0,128.0,2048.84,,,2688.68,,105,22.965269627939044,24655876096,,,,,,128.06,128.0,256.1,2798337.02,2799422.77,3200.36,2664.36,99.99400000006426,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
387,144.09,31.770000000018623,32.51000000000204,0,0,2.169999999999618,0.355000000000075,9.935000000004948,19.080000000009026,33.94035984196184,2123145216,6255517696,0,0,0.0002324183540261,,0,0,94.0071556953542,3190.26,65403,0,133,8161,73.4199999999255,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.2,0.0,113.3,144.94,144.96,60735.92,289.92,1071562752,16777216,8388608,125746.5,5880587.0,79,2,16384,280,1000,0,0,579.84,0,0.6,0,0,0,28992.0,289.92,69,2000,0,0.2,0,35.94,2863.26,0.987603476821192,35.94,35.74,0,0,145.36,0,9,0,3768.74,1449.64,0.0,0,0,,144.96,2319.46,,,3043.96,,495,22.963350609963484,24653815808,,,,,,144.96,144.96,289.92,3171952.1,3173032.21,3532.52,2877.2200000000003,99.99600000004284,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
388,143.63,32.54999999993015,33.01000000000204,0,0,2.210000000000491,0.5649999999999409,9.335000000002765,17.67999999998574,34.38639729810781,2151047168,6255517696,0,0,0.000232292187024,,0,0,93.10883045485733,3086.516539338427,65398,0,138,8089,73.04000000003725,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4400264015840951,0,0.0,0.0,0,0.0,0.0,0,251.6550993059584,0.0,126.04756285377124,140.23439062437504,140.23439062437504,58749.03003879845,280.44878204871804,1071480832,16777216,8388608,121647.35410583578,5688687.172513099,79,2,16384,295,2000,0,0,560.8775648974041,0,0.5999760009599616,0,0,0,28044.87820487181,280.44878204871804,69,2000,0,0.2199912003519859,0,0.2199912003519859,2804.667813287469,0.999921568627451,0.2199912003519859,0.0,0,0,140.61437542498302,0,9,0,3646.074157033719,1402.3439062437503,0.0,0,0,140.23439062437504,140.23439062437504,2243.9902403903843,,,2944.902203911844,,895,22.96426242963776,24654794752,,,,,,140.23439062437504,140.23439062437504,280.4687812487501,3058258.14,3058205.8800000004,3401.8,2772.34,99.93599999998696,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
389,144.67,31.41999999992549,33.12999999999738,0,0,2.119999999999437,0.4549999999999272,9.780000000002474,18.305000000014843,34.67404300345855,2169040896,6255517696,0,0,0.000232164119583,,0,0,92.66019229281524,3173.54,65396,0,140,8236,69.43999999994412,0,0,6.0,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,144.20000000000002,144.20000000000002,60411.52,288.40000000000003,1071448064,16777216,8388608,125086.82,5849043.34,79,2,16384,295,4000,0,0,576.74,0,0.6,0,0,0,28836.38,288.38,69,2000,0,0.2,0,0.2,2883.76,0.9999306509105536,0.2,0.0,0,0,144.58,0,9,0,3748.96,1442.0,0.0,0,0,144.20000000000002,144.20000000000002,2307.28,,,3027.96,,1295,22.96450659892292,24655056896,,,,,,144.20000000000002,144.20000000000002,288.38,3152154.89,3153237.01,3504.12,2847.56,99.954000000027,"[0.19913027 0.02102647 0.08630412 0.11105801 0.02102647 0.05471662
 0.0601166  0.10431998 0.10895537 0.06986524 0.07889707 0.08458377]",64-1000000-4-oltp_read_write_80-0.2,6,4
390,156.44,32.19500000018161,31.0199999999968,0,0,2.2800000000002,0.3749999999998863,10.319999999999707,19.62000000000262,33.777973921344966,2112987136,6255517696,0,0,0.0002320343139985,,0,0,91.91890658398871,3459.08,64886,3,647,8912,70.93999999994412,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.36,0,0.0,0.0,0,0.0,0.0,0,200.64,0.0,100.46,157.16,157.16,65849.72,314.34000000000003,1063092224,16777216,8388608,136335.9,6374614.08,79,2,16384,413,4000,0,0,628.66,0,0.56,0,0,0,31431.6,314.34000000000003,112,2000,0,0.18,0,0.18,3143.32,0.9999427389852076,0.18,0.0,0,0,157.56,0,9,0,4086.32,1571.64,0.0,0,0,157.18,157.16,2514.94,,,3300.48,,101,22.98188076962005,24673710080,,,,,,157.16,157.16,314.36,3453859.08,3454945.04,3263.4,3009.96,99.98999999999069,"[0.22716937 0.01655448 0.08350009 0.12311261 0.01655448 0.04770784
 0.04047662 0.0940513  0.12215754 0.07545025 0.06926505 0.08400036]",64-1000000-4-oltp_read_write_80-0.6,6,4
391,168.8,32.58500000031199,30.185000000012224,0,0,2.269999999999982,0.4000000000000341,10.38999999999578,19.90499999999156,52.3688046169984,3275939840,6255517696,0,0,0.000231892463822,,0,0,92.450156053933,3586.6,130067,1,1004,13061,70.09999999962747,0,0,5.666666666666667,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,162.98,162.98,68284.42,325.96,2131017728,16777216,8388608,141364.54,6610308.84,79,2,16384,415,4000,0,0,651.88,0,0.54,0,0,0,32596.0,325.96,112,2000,0,0.18,0,0.18,3259.4,0.9999447781616037,0.18,0.0,0,0,163.34,0,9,0,4237.24,1629.8,0.0,0,0,,162.98,2607.76,,,3422.38,,108,22.96428150536316,24654815232,,,,,,162.98,162.98,325.96,3518447.4,3518399.64,2971.84,3240.6800000000003,100.01199999998788,"[0.22716937 0.01655448 0.08350009 0.12311261 0.01655448 0.04770784
 0.04047662 0.0940513  0.12215754 0.07545025 0.06926505 0.08400036]",64-1000000-4-oltp_read_write_80-0.6,6,4
392,198.88,30.13999999978114,29.80999999999767,0,0,2.6349999999997635,0.3600000000000136,11.575000000000728,21.489999999990687,70.91583040100156,4436152320,6255517696,0,0,0.0002317381903725,,0,0,92.94165383417484,4320.64,195346,0,1262,17135,74.18000000016764,0,0,5.833333333333333,5,6,5,5,151,0,0.0,0,0.4,0,0.0,0.0,0,0.0,0.0,0,226.08,0.0,113.2,196.32,196.32,82272.3,392.7,3200548864,16777216,8388608,170289.6,7964264.46,79,2,16384,414,4000,0,0,785.4,0,0.64,0,0,0,39272.0,392.72,112,2000,0,0.22,0,0.22,3926.6,0.9999439750230468,0.22,0.0,0,0,196.78,0,9,0,5104.54,1963.32,0.0,0,0,196.32,196.32,3141.54,,,4122.92,,109,22.96555576382009,24656183296,,,,,,196.34,196.32,392.7,4259002.09,4260091.2700000005,3198.64,3557.6,99.99400000006426,"[0.22716937 0.01655448 0.08350009 0.12311261 0.01655448 0.04770784
 0.04047662 0.0940513  0.12215754 0.07545025 0.06926505 0.08400036]",64-1000000-4-oltp_read_write_80-0.6,6,4
393,206.39,29.51000000000932,28.494999999995343,0,0,2.770000000000437,0.3999999999999772,12.135000000002035,22.625,89.67343405625624,5609537536,6255517696,0,0,0.0002316047182323,,0,0,93.22106698070594,4487.88,260562,282,1300,20817,75.81999999983236,0,0,6.0,5,6,5,5,151,0,0.0,0,0.44,0,0.0,0.0,0,0.0,0.0,0,251.64,0.0,126.04,203.92,203.92,85440.04000000001,407.84,4269047808,16777216,8388608,176880.72,8270349.58,79,2,16384,414,4000,0,0,815.6800000000001,0,0.62,0,0,0,40781.46,407.84,112,2000,0,0.2,0,0.2,4078.56,0.9999509654895116,0.2,0.0,0,0,204.34,0,9,0,5302.14,2039.28,0.0,0,0,203.94,203.94,3263.2000000000003,,,4282.5,,111,22.98518468525988,24677257216,,,,,,,,407.84,4383642.75,4384321.91,3034.2000000000003,3515.78,99.99400000006426,"[0.22716937 0.01655448 0.08350009 0.12311261 0.01655448 0.04770784
 0.04047662 0.0940513  0.12215754 0.07545025 0.06926505 0.08400036]",64-1000000-4-oltp_read_write_80-0.6,6,4
