innodb_read_io_threads,innodb_buffer_pool_size,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
2,2GB,2,1,ON,0,1024,1,25,100,48MB,4000,376.20,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,368.32,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,0,1024,1,25,100,48MB,4000,375.49,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,356.82,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,0,1024,1,25,100,48MB,4000,364.67,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,345.86,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,0,1024,1,25,100,48MB,4000,371.00,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,358.56,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,0,1024,1,25,100,48MB,4000,399.32,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,382.91,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,0,1024,1,25,100,48MB,4000,414.73,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,387.98,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,100,1,25,100,48MB,4000,343.44,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,360.30,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,5000,1,25,100,48MB,4000,353.85,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,10000,1,25,100,48MB,4000,349.92,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,100,1,25,100,48MB,4000,344.80,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,364.42,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,5000,1,25,100,48MB,4000,360.61,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,10000,1,25,100,48MB,4000,353.03,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,100,1,25,100,48MB,4000,349.96,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,355.83,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,5000,1,25,100,48MB,4000,362.38,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,10000,1,25,100,48MB,4000,354.93,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,100,1,25,100,48MB,4000,355.00,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,339.93,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,5000,1,25,100,48MB,4000,355.71,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,10000,1,25,100,48MB,4000,357.44,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,100,1,25,100,48MB,4000,371.54,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,351.37,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,5000,1,25,100,48MB,4000,351.50,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,10000,1,25,100,48MB,4000,357.94,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,100,1,25,100,48MB,4000,383.25,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,388.57,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,5000,1,25,100,48MB,4000,378.01,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,10000,1,25,100,48MB,4000,389.51,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,100,1,25,100,48MB,4000,384.40,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,389.45,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,5000,1,25,100,48MB,4000,390.63,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,10000,1,25,100,48MB,4000,384.08,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,336.89,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,2,25,100,48MB,4000,360.57,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,4,25,100,48MB,4000,362.16,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,8,25,100,48MB,4000,363.89,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,363.94,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,2,25,100,48MB,4000,380.75,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,4,25,100,48MB,4000,381.62,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,8,25,100,48MB,4000,381.13,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,357.36,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,2,25,100,48MB,4000,363.74,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,4,25,100,48MB,4000,362.21,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,8,25,100,48MB,4000,359.16,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,25,100,48MB,4000,361.22,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,2,25,100,48MB,4000,356.16,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,4,25,100,48MB,4000,365.13,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,8,25,100,48MB,4000,368.18,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,1,25,100,48MB,4000,356.07,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,2,25,100,48MB,4000,359.98,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,4,25,100,48MB,4000,361.10,oltp_read_write,64,1000000,4
2,6GB,2,1,ON,1,1024,8,25,100,48MB,4000,368.51,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,1,25,100,48MB,4000,383.39,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,2,25,100,48MB,4000,383.21,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,4,25,100,48MB,4000,399.30,oltp_read_write,64,1000000,4
2,8GB,2,1,ON,1,1024,8,25,100,48MB,4000,393.31,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,1,25,100,48MB,4000,385.21,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,2,25,100,48MB,4000,399.90,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,4,25,100,48MB,4000,392.11,oltp_read_write,64,1000000,4
2,9GB,2,1,ON,1,1024,8,25,100,48MB,4000,406.01,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,0,100,48MB,4000,311.17,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,10,100,48MB,4000,362.50,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,358.47,oltp_read_write,64,1000000,4
2,1GB,2,1,ON,1,1024,1,50,100,48MB,4000,363.27,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,0,100,48MB,4000,338.07,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,10,100,48MB,4000,364.03,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,361.73,oltp_read_write,64,1000000,4
2,2GB,2,1,ON,1,1024,1,50,100,48MB,4000,364.21,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,0,100,48MB,4000,340.51,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,10,100,48MB,4000,352.82,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,25,100,48MB,4000,358.30,oltp_read_write,64,1000000,4
2,3GB,2,1,ON,1,1024,1,50,100,48MB,4000,346.11,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,0,100,48MB,4000,329.90,oltp_read_write,64,1000000,4
2,4GB,2,1,ON,1,1024,1,10,100,48MB,4000,355.24,oltp_read_write,64,1000000,4
