innodb_read_io_threads,innodb_buffer_pool_size,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,workload,num_table,table_size,num_client
7,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,776.20,oltp_write_only,64,1000000,4
7,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,777.65,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,4MB,4000,589.40,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,756.57,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,512MB,4000,771.14,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,5GB,4000,786.62,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,1,691.21,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,754.95,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,759.95,oltp_write_only,64,1000000,4
1,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,739.96,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,1,705.92,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,729.25,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,741.47,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,751.70,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,1,691.19,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,742.78,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,750.12,oltp_write_only,64,1000000,4
3,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,728.45,oltp_write_only,64,1000000,4
7,1GB,2,1,ON,1,1024,1,25,100,48MB,1,704.45,oltp_write_only,64,1000000,4
7,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,749.81,oltp_write_only,64,1000000,4
7,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,747.94,oltp_write_only,64,1000000,4
7,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,738.84,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,48MB,1,694.79,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,48MB,1000,749.62,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,48MB,2000,746.33,oltp_write_only,64,1000000,4
15,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,747.36,oltp_write_only,64,1000000,4
2,1GB,1,1,ON,1,1024,1,25,100,48MB,4000,705.86,oltp_write_only,64,1000000,4
2,1GB,2,1,ON,1,1024,1,25,100,48MB,4000,759.27,oltp_write_only,64,1000000,4
2,1GB,3,1,ON,1,1024,1,25,100,48MB,4000,772.56,oltp_write_only,64,1000000,4
2,1GB,7,1,ON,1,1024,1,25,100,48MB,4000,824.93,oltp_write_only,64,1000000,4
2,1GB,15,1,ON,1,1024,1,25,100,48MB,4000,844.93,oltp_write_only,64,1000000,4
2,2GB,1,1,ON,1,1024,1,25,100,48MB,4000,659.45,oltp_write_only,64,1000000,4
2,2GB,2,1,ON,1,1024,1,25,100,48MB,4000,734.44,oltp_write_only,64,1000000,4
