id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,num_table,table_size,num_client,workload,skew
48,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,602.54,64,1000000,4,oltp_read_only,0.6
49,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,702.79,64,1000000,4,oltp_read_only,0.6
50,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,747.70,64,1000000,4,oltp_read_only,0.6
51,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,404.13,64,1000000,4,oltp_read_only,0.6
52,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,406.13,64,1000000,4,oltp_read_only,0.6
53,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,404.14,64,1000000,4,oltp_read_only,0.6
54,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,405.72,64,1000000,4,oltp_read_only,0.6
55,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,400.84,64,1000000,4,oltp_read_only,0.6
56,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,398.90,64,1000000,4,oltp_read_only,0.6
57,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,401.75,64,1000000,4,oltp_read_only,0.6
58,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,409.68,64,1000000,4,oltp_read_only,0.6
59,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,404.89,64,1000000,4,oltp_read_only,0.6
60,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,395.58,64,1000000,4,oltp_read_only,0.6
61,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,405.36,64,1000000,4,oltp_read_only,0.6
62,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,404.68,64,1000000,4,oltp_read_only,0.6
63,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,413.16,64,1000000,4,oltp_read_only,0.6
64,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,402.17,64,1000000,4,oltp_read_only,0.6
65,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,402.52,64,1000000,4,oltp_read_only,0.6
66,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,408.56,64,1000000,4,oltp_read_only,0.6
67,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,409.43,64,1000000,4,oltp_read_only,0.6
68,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,404.85,64,1000000,4,oltp_read_only,0.6
69,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,392.70,64,1000000,4,oltp_read_only,0.6
70,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,405.55,64,1000000,4,oltp_read_only,0.6
71,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,408.11,64,1000000,4,oltp_read_only,0.6
72,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,398.33,64,1000000,4,oltp_read_only,0.6
73,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,400.59,64,1000000,4,oltp_read_only,0.6
74,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,410.53,64,1000000,4,oltp_read_only,0.6
75,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,401.12,64,1000000,4,oltp_read_only,0.6
76,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,397.46,64,1000000,4,oltp_read_only,0.6
77,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,388.45,64,1000000,4,oltp_read_only,0.6
78,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,407.61,64,1000000,4,oltp_read_only,0.6
79,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,405.89,64,1000000,4,oltp_read_only,0.6
80,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,400.33,64,1000000,4,oltp_read_only,0.6
81,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,394.94,64,1000000,4,oltp_read_only,0.6
82,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,405.97,64,1000000,4,oltp_read_only,0.6
83,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,404.43,64,1000000,4,oltp_read_only,0.6
84,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,325.34,64,1000000,4,oltp_read_only,0.6
85,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,388.39,64,1000000,4,oltp_read_only,0.6
86,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,400.37,64,1000000,4,oltp_read_only,0.6
87,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,403.13,64,1000000,4,oltp_read_only,0.6
88,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,800.21,64,1000000,4,oltp_read_only,1.0
89,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,877.13,64,1000000,4,oltp_read_only,1.0
90,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,949.66,64,1000000,4,oltp_read_only,1.0
91,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,990.75,64,1000000,4,oltp_read_only,1.0
92,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1047.02,64,1000000,4,oltp_read_only,1.0
93,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1078.47,64,1000000,4,oltp_read_only,1.0
94,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1099.99,64,1000000,4,oltp_read_only,1.0
95,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,808.82,64,1000000,4,oltp_read_only,1.0
96,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,806.06,64,1000000,4,oltp_read_only,1.0
97,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,804.67,64,1000000,4,oltp_read_only,1.0
98,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,804.12,64,1000000,4,oltp_read_only,1.0
99,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,803.55,64,1000000,4,oltp_read_only,1.0
100,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,796.17,64,1000000,4,oltp_read_only,1.0
101,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,790.73,64,1000000,4,oltp_read_only,1.0
102,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,808.63,64,1000000,4,oltp_read_only,1.0
103,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,813.81,64,1000000,4,oltp_read_only,1.0
104,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,806.83,64,1000000,4,oltp_read_only,1.0
105,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,814.87,64,1000000,4,oltp_read_only,1.0
106,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,795.52,64,1000000,4,oltp_read_only,1.0
107,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,801.78,64,1000000,4,oltp_read_only,1.0
108,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,798.91,64,1000000,4,oltp_read_only,1.0
109,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,810.59,64,1000000,4,oltp_read_only,1.0
110,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,804.53,64,1000000,4,oltp_read_only,1.0
111,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,809.35,64,1000000,4,oltp_read_only,1.0
112,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,802.19,64,1000000,4,oltp_read_only,1.0
113,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,802.12,64,1000000,4,oltp_read_only,1.0
114,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,798.46,64,1000000,4,oltp_read_only,1.0
115,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,797.16,64,1000000,4,oltp_read_only,1.0
116,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,794.79,64,1000000,4,oltp_read_only,1.0
117,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,802.57,64,1000000,4,oltp_read_only,1.0
118,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,803.80,64,1000000,4,oltp_read_only,1.0
119,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,811.47,64,1000000,4,oltp_read_only,1.0
120,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,801.38,64,1000000,4,oltp_read_only,1.0
121,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,805.40,64,1000000,4,oltp_read_only,1.0
122,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,810.96,64,1000000,4,oltp_read_only,1.0
123,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,805.93,64,1000000,4,oltp_read_only,1.0
124,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,795.39,64,1000000,4,oltp_read_only,1.0
125,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,792.65,64,1000000,4,oltp_read_only,1.0
126,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,794.90,64,1000000,4,oltp_read_only,1.0
127,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,799.24,64,1000000,4,oltp_read_only,1.0
128,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,544.40,64,1000000,4,oltp_read_only,1.0
129,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,787.93,64,1000000,4,oltp_read_only,1.0
130,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,812.12,64,1000000,4,oltp_read_only,1.0
131,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,803.24,64,1000000,4,oltp_read_only,1.0
132,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,158.80,64,1000000,4,oltp_write_only,0.2
133,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,180.69,64,1000000,4,oltp_write_only,0.2
134,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,192.91,64,1000000,4,oltp_write_only,0.2
135,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,205.91,64,1000000,4,oltp_write_only,0.2
136,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,214.29,64,1000000,4,oltp_write_only,0.2
137,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,221.61,64,1000000,4,oltp_write_only,0.2
138,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,227.58,64,1000000,4,oltp_write_only,0.2
139,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,313.07,64,1000000,4,oltp_write_only,0.2
140,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,327.38,64,1000000,4,oltp_write_only,0.2
141,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,327.31,64,1000000,4,oltp_write_only,0.2
142,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,278.19,64,1000000,4,oltp_write_only,0.2
143,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,334.94,64,1000000,4,oltp_write_only,0.2
144,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,366.93,64,1000000,4,oltp_write_only,0.2
145,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,393.96,64,1000000,4,oltp_write_only,0.2
146,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,342.95,64,1000000,4,oltp_write_only,0.2
147,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,398.61,64,1000000,4,oltp_write_only,0.2
148,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,339.42,64,1000000,4,oltp_write_only,0.2
149,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,342.35,64,1000000,4,oltp_write_only,0.2
150,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,359.28,64,1000000,4,oltp_write_only,0.2
151,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,339.08,64,1000000,4,oltp_write_only,0.2
152,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,338.16,64,1000000,4,oltp_write_only,0.2
153,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,339.62,64,1000000,4,oltp_write_only,0.2
154,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,342.67,64,1000000,4,oltp_write_only,0.2
155,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,350.48,64,1000000,4,oltp_write_only,0.2
156,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,338.64,64,1000000,4,oltp_write_only,0.2
157,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,407.42,64,1000000,4,oltp_write_only,0.2
158,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,459.23,64,1000000,4,oltp_write_only,0.2
159,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,459.63,64,1000000,4,oltp_write_only,0.2
160,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,298.97,64,1000000,4,oltp_write_only,0.2
161,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,340.65,64,1000000,4,oltp_write_only,0.2
162,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,346.38,64,1000000,4,oltp_write_only,0.2
163,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,351.76,64,1000000,4,oltp_write_only,0.2
164,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,344.83,64,1000000,4,oltp_write_only,0.2
165,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,328.20,64,1000000,4,oltp_write_only,0.2
166,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,329.66,64,1000000,4,oltp_write_only,0.2
167,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,329.58,64,1000000,4,oltp_write_only,0.2
168,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,194.53,64,1000000,4,oltp_write_only,0.2
169,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,338.95,64,1000000,4,oltp_write_only,0.2
170,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,350.34,64,1000000,4,oltp_write_only,0.2
171,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,371.30,64,1000000,4,oltp_write_only,0.2
172,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,330.67,64,1000000,4,oltp_write_only,0.2
173,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,352.71,64,1000000,4,oltp_write_only,0.2
174,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,348.58,64,1000000,4,oltp_write_only,0.2
175,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,350.33,64,1000000,4,oltp_write_only,0.2
176,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,365.07,64,1000000,4,oltp_write_only,0.6
177,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,431.63,64,1000000,4,oltp_write_only,0.6
178,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,415.04,64,1000000,4,oltp_write_only,0.6
179,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,404.07,64,1000000,4,oltp_write_only,0.6
180,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,409.03,64,1000000,4,oltp_write_only,0.6
181,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,417.59,64,1000000,4,oltp_write_only,0.6
182,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,429.34,64,1000000,4,oltp_write_only,0.6
183,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,363.35,64,1000000,4,oltp_write_only,0.6
184,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,363.56,64,1000000,4,oltp_write_only,0.6
185,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,366.11,64,1000000,4,oltp_write_only,0.6
186,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,334.27,64,1000000,4,oltp_write_only,0.6
187,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,354.51,64,1000000,4,oltp_write_only,0.6
188,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,388.84,64,1000000,4,oltp_write_only,0.6
189,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,437.11,64,1000000,4,oltp_write_only,0.6
190,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,363.91,64,1000000,4,oltp_write_only,0.6
191,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,433.96,64,1000000,4,oltp_write_only,0.6
192,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,364.22,64,1000000,4,oltp_write_only,0.6
193,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,370.05,64,1000000,4,oltp_write_only,0.6
194,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,401.94,64,1000000,4,oltp_write_only,0.6
195,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,367.67,64,1000000,4,oltp_write_only,0.6
196,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,373.21,64,1000000,4,oltp_write_only,0.6
197,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,369.09,64,1000000,4,oltp_write_only,0.6
198,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,380.30,64,1000000,4,oltp_write_only,0.6
199,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,393.41,64,1000000,4,oltp_write_only,0.6
200,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,375.64,64,1000000,4,oltp_write_only,0.6
201,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,450.63,64,1000000,4,oltp_write_only,0.6
202,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,479.37,64,1000000,4,oltp_write_only,0.6
203,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,478.57,64,1000000,4,oltp_write_only,0.6
204,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,319.77,64,1000000,4,oltp_write_only,0.6
205,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,376.18,64,1000000,4,oltp_write_only,0.6
206,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,377.47,64,1000000,4,oltp_write_only,0.6
207,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,378.82,64,1000000,4,oltp_write_only,0.6
208,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,380.68,64,1000000,4,oltp_write_only,0.6
209,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,356.25,64,1000000,4,oltp_write_only,0.6
210,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,358.59,64,1000000,4,oltp_write_only,0.6
211,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,358.00,64,1000000,4,oltp_write_only,0.6
212,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,240.86,64,1000000,4,oltp_write_only,0.6
213,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,386.91,64,1000000,4,oltp_write_only,0.6
214,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,402.28,64,1000000,4,oltp_write_only,0.6
215,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,412.27,64,1000000,4,oltp_write_only,0.6
216,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,369.14,64,1000000,4,oltp_write_only,0.6
217,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,396.77,64,1000000,4,oltp_write_only,0.6
218,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,386.75,64,1000000,4,oltp_write_only,0.6
219,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,385.80,64,1000000,4,oltp_write_only,0.6
220,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,542.50,64,1000000,4,oltp_write_only,1.0
221,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,550.30,64,1000000,4,oltp_write_only,1.0
222,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,552.07,64,1000000,4,oltp_write_only,1.0
223,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,558.76,64,1000000,4,oltp_write_only,1.0
224,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,564.39,64,1000000,4,oltp_write_only,1.0
225,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,564.73,64,1000000,4,oltp_write_only,1.0
226,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,558.80,64,1000000,4,oltp_write_only,1.0
227,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,547.41,64,1000000,4,oltp_write_only,1.0
228,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,551.09,64,1000000,4,oltp_write_only,1.0
229,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,542.14,64,1000000,4,oltp_write_only,1.0
230,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,534.26,64,1000000,4,oltp_write_only,1.0
231,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,545.44,64,1000000,4,oltp_write_only,1.0
232,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,546.79,64,1000000,4,oltp_write_only,1.0
233,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,840.27,64,1000000,4,oltp_write_only,1.0
234,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,564.69,64,1000000,4,oltp_write_only,1.0
235,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,826.26,64,1000000,4,oltp_write_only,1.0
236,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,556.32,64,1000000,4,oltp_write_only,1.0
237,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,558.37,64,1000000,4,oltp_write_only,1.0
238,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,713.27,64,1000000,4,oltp_write_only,1.0
