id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,num_table,table_size,num_client,workload,skew
15,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,299.05,64,1000000,4,oltp_read_only,0.2
16,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,298.99,64,1000000,4,oltp_read_only,0.2
17,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,301.33,64,1000000,4,oltp_read_only,0.2
18,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,294.93,64,1000000,4,oltp_read_only,0.2
19,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,296.47,64,1000000,4,oltp_read_only,0.2
20,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,301.47,64,1000000,4,oltp_read_only,0.2
21,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,301.84,64,1000000,4,oltp_read_only,0.2
22,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,295.56,64,1000000,4,oltp_read_only,0.2
23,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,300.47,64,1000000,4,oltp_read_only,0.2
24,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,301.56,64,1000000,4,oltp_read_only,0.2
25,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,293.11,64,1000000,4,oltp_read_only,0.2
26,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,299.48,64,1000000,4,oltp_read_only,0.2
27,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,299.34,64,1000000,4,oltp_read_only,0.2
28,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,301.58,64,1000000,4,oltp_read_only,0.2
29,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,300.98,64,1000000,4,oltp_read_only,0.2
30,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,298.26,64,1000000,4,oltp_read_only,0.2
31,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,299.47,64,1000000,4,oltp_read_only,0.2
32,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,302.15,64,1000000,4,oltp_read_only,0.2
33,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,301.95,64,1000000,4,oltp_read_only,0.2
34,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,303.43,64,1000000,4,oltp_read_only,0.2
35,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,302.62,64,1000000,4,oltp_read_only,0.2
36,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,301.61,64,1000000,4,oltp_read_only,0.2
37,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,295.51,64,1000000,4,oltp_read_only,0.2
38,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,299.27,64,1000000,4,oltp_read_only,0.2
39,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,298.86,64,1000000,4,oltp_read_only,0.2
40,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,304.38,64,1000000,4,oltp_read_only,0.2
41,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,300.42,64,1000000,4,oltp_read_only,0.2
42,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,295.39,64,1000000,4,oltp_read_only,0.2
43,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,295.55,64,1000000,4,oltp_read_only,0.2
44,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,301.6,64,1000000,4,oltp_read_only,0.2
45,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,256.8,64,1000000,4,oltp_read_only,0.2
46,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,297.9,64,1000000,4,oltp_read_only,0.2
47,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,299.2,64,1000000,4,oltp_read_only,0.2
48,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,298.81,64,1000000,4,oltp_read_only,0.2
49,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,345.28,64,1000000,4,oltp_read_only,0.6
50,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,386.78,64,1000000,4,oltp_read_only,0.6
51,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,424.33,64,1000000,4,oltp_read_only,0.6
52,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,467.13,64,1000000,4,oltp_read_only,0.6
53,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,537.87,64,1000000,4,oltp_read_only,0.6
54,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,606.43,64,1000000,4,oltp_read_only,0.6
55,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,654.95,64,1000000,4,oltp_read_only,0.6
56,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,736.94,64,1000000,4,oltp_read_only,0.6
57,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,778.0,64,1000000,4,oltp_read_only,0.6
58,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,779.35,64,1000000,4,oltp_read_only,0.6
59,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,348.57,64,1000000,4,oltp_read_only,0.6
60,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,349.12,64,1000000,4,oltp_read_only,0.6
61,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,351.56,64,1000000,4,oltp_read_only,0.6
62,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,350.69,64,1000000,4,oltp_read_only,0.6
63,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,345.56,64,1000000,4,oltp_read_only,0.6
64,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,352.92,64,1000000,4,oltp_read_only,0.6
65,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,347.84,64,1000000,4,oltp_read_only,0.6
66,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,349.71,64,1000000,4,oltp_read_only,0.6
67,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,348.78,64,1000000,4,oltp_read_only,0.6
68,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,355.98,64,1000000,4,oltp_read_only,0.6
69,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,355.2,64,1000000,4,oltp_read_only,0.6
70,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,351.02,64,1000000,4,oltp_read_only,0.6
71,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,357.8,64,1000000,4,oltp_read_only,0.6
72,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,340.12,64,1000000,4,oltp_read_only,0.6
73,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,356.45,64,1000000,4,oltp_read_only,0.6
74,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,348.62,64,1000000,4,oltp_read_only,0.6
75,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,347.64,64,1000000,4,oltp_read_only,0.6
76,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,352.3,64,1000000,4,oltp_read_only,0.6
77,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,358.5,64,1000000,4,oltp_read_only,0.6
78,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,348.17,64,1000000,4,oltp_read_only,0.6
79,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,347.72,64,1000000,4,oltp_read_only,0.6
80,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,342.55,64,1000000,4,oltp_read_only,0.6
81,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,349.43,64,1000000,4,oltp_read_only,0.6
82,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,355.6,64,1000000,4,oltp_read_only,0.6
83,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,359.24,64,1000000,4,oltp_read_only,0.6
84,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,359.63,64,1000000,4,oltp_read_only,0.6
85,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,354.86,64,1000000,4,oltp_read_only,0.6
86,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,349.67,64,1000000,4,oltp_read_only,0.6
87,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,358.77,64,1000000,4,oltp_read_only,0.6
88,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,358.94,64,1000000,4,oltp_read_only,0.6
89,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,362.38,64,1000000,4,oltp_read_only,0.6
90,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,344.97,64,1000000,4,oltp_read_only,0.6
91,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,349.66,64,1000000,4,oltp_read_only,0.6
92,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,346.55,64,1000000,4,oltp_read_only,0.6
93,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,350.05,64,1000000,4,oltp_read_only,0.6
94,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,292.24,64,1000000,4,oltp_read_only,0.6
95,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,349.49,64,1000000,4,oltp_read_only,0.6
96,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,358.46,64,1000000,4,oltp_read_only,0.6
97,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,354.72,64,1000000,4,oltp_read_only,0.6
98,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,717.72,64,1000000,4,oltp_read_only,1.0
99,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,807.09,64,1000000,4,oltp_read_only,1.0
100,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,872.91,64,1000000,4,oltp_read_only,1.0
101,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,915.58,64,1000000,4,oltp_read_only,1.0
102,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,980.59,64,1000000,4,oltp_read_only,1.0
103,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1017.74,64,1000000,4,oltp_read_only,1.0
104,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1021.71,64,1000000,4,oltp_read_only,1.0
105,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1026.83,64,1000000,4,oltp_read_only,1.0
106,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1010.47,64,1000000,4,oltp_read_only,1.0
107,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,1023.05,64,1000000,4,oltp_read_only,1.0
108,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,728.23,64,1000000,4,oltp_read_only,1.0
109,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,727.89,64,1000000,4,oltp_read_only,1.0
110,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,732.45,64,1000000,4,oltp_read_only,1.0
111,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,732.41,64,1000000,4,oltp_read_only,1.0
112,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,732.73,64,1000000,4,oltp_read_only,1.0
113,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,729.84,64,1000000,4,oltp_read_only,1.0
114,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,724.28,64,1000000,4,oltp_read_only,1.0
115,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,729.79,64,1000000,4,oltp_read_only,1.0
116,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,735.23,64,1000000,4,oltp_read_only,1.0
117,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,741.52,64,1000000,4,oltp_read_only,1.0
118,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,741.54,64,1000000,4,oltp_read_only,1.0
119,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,729.75,64,1000000,4,oltp_read_only,1.0
120,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,740.98,64,1000000,4,oltp_read_only,1.0
121,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,733.3,64,1000000,4,oltp_read_only,1.0
122,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,737.7,64,1000000,4,oltp_read_only,1.0
123,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,728.15,64,1000000,4,oltp_read_only,1.0
124,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,736.02,64,1000000,4,oltp_read_only,1.0
125,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,736.14,64,1000000,4,oltp_read_only,1.0
126,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,740.91,64,1000000,4,oltp_read_only,1.0
127,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,729.2,64,1000000,4,oltp_read_only,1.0
128,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,734.99,64,1000000,4,oltp_read_only,1.0
129,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,728.82,64,1000000,4,oltp_read_only,1.0
130,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,730.96,64,1000000,4,oltp_read_only,1.0
131,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,728.48,64,1000000,4,oltp_read_only,1.0
132,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,743.2,64,1000000,4,oltp_read_only,1.0
133,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,739.35,64,1000000,4,oltp_read_only,1.0
134,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,746.9,64,1000000,4,oltp_read_only,1.0
135,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,724.55,64,1000000,4,oltp_read_only,1.0
136,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,736.49,64,1000000,4,oltp_read_only,1.0
137,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,736.54,64,1000000,4,oltp_read_only,1.0
138,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,727.92,64,1000000,4,oltp_read_only,1.0
139,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,721.88,64,1000000,4,oltp_read_only,1.0
140,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,717.1,64,1000000,4,oltp_read_only,1.0
141,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,726.62,64,1000000,4,oltp_read_only,1.0
142,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,729.93,64,1000000,4,oltp_read_only,1.0
143,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,513.24,64,1000000,4,oltp_read_only,1.0
144,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,707.79,64,1000000,4,oltp_read_only,1.0
145,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,725.62,64,1000000,4,oltp_read_only,1.0
146,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,727.3,64,1000000,4,oltp_read_only,1.0
147,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,103.75,64,1000000,4,oltp_write_only,0.2
148,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,116.35,64,1000000,4,oltp_write_only,0.2
149,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,125.56,64,1000000,4,oltp_write_only,0.2
150,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,131.64,64,1000000,4,oltp_write_only,0.2
151,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,137.42,64,1000000,4,oltp_write_only,0.2
152,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,142.39,64,1000000,4,oltp_write_only,0.2
153,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,147.82,64,1000000,4,oltp_write_only,0.2
154,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,151.36,64,1000000,4,oltp_write_only,0.2
155,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,154.2,64,1000000,4,oltp_write_only,0.2
156,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,157.92,64,1000000,4,oltp_write_only,0.2
157,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,174.73,64,1000000,4,oltp_write_only,0.2
158,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,177.65,64,1000000,4,oltp_write_only,0.2
159,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,180.44,64,1000000,4,oltp_write_only,0.2
160,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,183.2,64,1000000,4,oltp_write_only,0.2
161,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,132.26,64,1000000,4,oltp_write_only,0.2
162,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,183.65,64,1000000,4,oltp_write_only,0.2
163,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,210.76,64,1000000,4,oltp_write_only,0.2
164,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,292.08,64,1000000,4,oltp_write_only,0.2
165,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,207.29,64,1000000,4,oltp_write_only,0.2
166,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,188.54,64,1000000,4,oltp_write_only,0.2
167,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,223.51,64,1000000,4,oltp_write_only,0.2
168,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,188.74,64,1000000,4,oltp_write_only,0.2
169,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,188.2,64,1000000,4,oltp_write_only,0.2
170,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,194.5,64,1000000,4,oltp_write_only,0.2
171,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,188.01,64,1000000,4,oltp_write_only,0.2
172,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,188.87,64,1000000,4,oltp_write_only,0.2
173,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,184.82,64,1000000,4,oltp_write_only,0.2
174,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,193.91,64,1000000,4,oltp_write_only,0.2
175,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,194.39,64,1000000,4,oltp_write_only,0.2
176,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,187.28,64,1000000,4,oltp_write_only,0.2
177,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,197.08,64,1000000,4,oltp_write_only,0.2
178,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,213.51,64,1000000,4,oltp_write_only,0.2
179,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,239.08,64,1000000,4,oltp_write_only,0.2
180,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,156.05,64,1000000,4,oltp_write_only,0.2
181,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,184.3,64,1000000,4,oltp_write_only,0.2
182,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,186.68,64,1000000,4,oltp_write_only,0.2
183,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,189.0,64,1000000,4,oltp_write_only,0.2
184,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,188.35,64,1000000,4,oltp_write_only,0.2
185,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,178.79,64,1000000,4,oltp_write_only,0.2
186,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,176.16,64,1000000,4,oltp_write_only,0.2
187,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,171.74,64,1000000,4,oltp_write_only,0.2
188,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,122.21,64,1000000,4,oltp_write_only,0.2
189,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,186.62,64,1000000,4,oltp_write_only,0.2
190,1GB,2,2,1,ON,1,1024,1,25,100,512MB,4000,195.13,64,1000000,4,oltp_write_only,0.2
191,1GB,2,2,1,ON,1,1024,1,25,100,5GB,4000,204.65,64,1000000,4,oltp_write_only,0.2
192,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1,187.37,64,1000000,4,oltp_write_only,0.2
193,1GB,2,2,1,ON,1,1024,1,25,100,48MB,1000,191.55,64,1000000,4,oltp_write_only,0.2
194,1GB,2,2,1,ON,1,1024,1,25,100,48MB,2000,187.01,64,1000000,4,oltp_write_only,0.2
195,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,188.13,64,1000000,4,oltp_write_only,0.2
196,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,203.16,64,1000000,4,oltp_write_only,0.6
197,2GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,248.03,64,1000000,4,oltp_write_only,0.6
198,3GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,253.8,64,1000000,4,oltp_write_only,0.6
199,4GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,257.4,64,1000000,4,oltp_write_only,0.6
200,6GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,263.23,64,1000000,4,oltp_write_only,0.6
201,8GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,268.09,64,1000000,4,oltp_write_only,0.6
202,9GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,268.31,64,1000000,4,oltp_write_only,0.6
203,12GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,273.68,64,1000000,4,oltp_write_only,0.6
204,16GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,276.03,64,1000000,4,oltp_write_only,0.6
205,18GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,280.42,64,1000000,4,oltp_write_only,0.6
206,1GB,1,2,1,ON,1,1024,1,25,100,48MB,4000,205.47,64,1000000,4,oltp_write_only,0.6
207,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,202.95,64,1000000,4,oltp_write_only,0.6
208,1GB,3,2,1,ON,1,1024,1,25,100,48MB,4000,203.03,64,1000000,4,oltp_write_only,0.6
209,1GB,7,2,1,ON,1,1024,1,25,100,48MB,4000,206.16,64,1000000,4,oltp_write_only,0.6
210,1GB,2,1,1,ON,1,1024,1,25,100,48MB,4000,191.83,64,1000000,4,oltp_write_only,0.6
211,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,206.53,64,1000000,4,oltp_write_only,0.6
212,1GB,2,3,1,ON,1,1024,1,25,100,48MB,4000,229.09,64,1000000,4,oltp_write_only,0.6
213,1GB,2,7,1,ON,1,1024,1,25,100,48MB,4000,302.6,64,1000000,4,oltp_write_only,0.6
214,1GB,2,2,0,ON,1,1024,1,25,100,48MB,4000,242.33,64,1000000,4,oltp_write_only,0.6
215,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,204.06,64,1000000,4,oltp_write_only,0.6
216,1GB,2,2,2,ON,1,1024,1,25,100,48MB,4000,251.78,64,1000000,4,oltp_write_only,0.6
217,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,203.84,64,1000000,4,oltp_write_only,0.6
218,1GB,2,2,1,OFF,1,1024,1,25,100,48MB,4000,203.33,64,1000000,4,oltp_write_only,0.6
219,1GB,2,2,1,ON,0,1024,1,25,100,48MB,4000,216.68,64,1000000,4,oltp_write_only,0.6
220,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,204.31,64,1000000,4,oltp_write_only,0.6
221,1GB,2,2,1,ON,1,100,1,25,100,48MB,4000,207.55,64,1000000,4,oltp_write_only,0.6
222,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,206.77,64,1000000,4,oltp_write_only,0.6
223,1GB,2,2,1,ON,1,5000,1,25,100,48MB,4000,217.15,64,1000000,4,oltp_write_only,0.6
224,1GB,2,2,1,ON,1,10000,1,25,100,48MB,4000,226.2,64,1000000,4,oltp_write_only,0.6
225,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,209.01,64,1000000,4,oltp_write_only,0.6
226,1GB,2,2,1,ON,1,1024,2,25,100,48MB,4000,225.77,64,1000000,4,oltp_write_only,0.6
227,1GB,2,2,1,ON,1,1024,4,25,100,48MB,4000,259.16,64,1000000,4,oltp_write_only,0.6
228,1GB,2,2,1,ON,1,1024,8,25,100,48MB,4000,276.52,64,1000000,4,oltp_write_only,0.6
229,1GB,2,2,1,ON,1,1024,1,0,100,48MB,4000,180.21,64,1000000,4,oltp_write_only,0.6
230,1GB,2,2,1,ON,1,1024,1,10,100,48MB,4000,206.55,64,1000000,4,oltp_write_only,0.6
231,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,205.33,64,1000000,4,oltp_write_only,0.6
232,1GB,2,2,1,ON,1,1024,1,50,100,48MB,4000,207.21,64,1000000,4,oltp_write_only,0.6
233,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,209.52,64,1000000,4,oltp_write_only,0.6
234,1GB,2,2,1,ON,1,1024,1,25,5000,48MB,4000,203.89,64,1000000,4,oltp_write_only,0.6
235,1GB,2,2,1,ON,1,1024,1,25,10000,48MB,4000,201.24,64,1000000,4,oltp_write_only,0.6
236,1GB,2,2,1,ON,1,1024,1,25,20000,48MB,4000,195.97,64,1000000,4,oltp_write_only,0.6
237,1GB,2,2,1,ON,1,1024,1,25,100,4MB,4000,152.5,64,1000000,4,oltp_write_only,0.6
238,1GB,2,2,1,ON,1,1024,1,25,100,48MB,4000,212.13,64,1000000,4,oltp_write_only,0.6
