id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Show Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu
379,1,15,2,1,1,1,1024,1,25,100,0.048,4000,57.39,85.36249999994956,8.10666666666672,0,0,0.1875000000000284,0.1441666666666468,1.7016666666666724,2.9991666666663463,7.47056144379971,2520080384,33733480448,0,0,1.3587126782e-05,,0,0,85.6041611873593,4791.12,64692,233,611,6162,28.02000000001863,0,0,6.0,5,6,5,5,151,0,121.9,0,19751.58,0,0.0,9753.68,0,48763.0,0.0,0,12512.54,243.8,12412.36,57.7,57.7,27704.14,115.4,1059913728,16777216,8388608,138107.2,3018836.14,79,2,16384,413,4000,0,0,230.88,0,0.6,0,0,0,11544.0,115.44,112,2000,0,0.2,0,0.2,4674.36,0.9999572152245344,0.2,0.0,0,0,58.120000000000005,0,9,0,5020.54,577.0,0.0,0,0,,57.7,4443.84,,4732.06,,98,21.89179844145982,23503380480,,,,,,,57.7,57.7,115.42,1824916.81,1823424.97,4031.54,1219.38,99.99800000002142,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
380,1,2,1,1,1,1,1024,1,25,100,0.048,4000,54.66,85.76583333323167,7.835000000000035,0,0,0.1825000000000093,0.1550000000000011,1.6383333333333592,2.9058333333328688,7.450259619294655,2513231872,33733480448,0,0,1.35741089773e-05,,0,0,85.80620437554049,4474.857988639091,64959,0,577,5895,26.459999999962747,0,0,6.0,5,6,5,5,151,0,117.96,0,19109.98,0,0.0,9436.84,0,47192.8,0.0,0,12140.16,235.92,12027.26,53.88431074485958,53.88431074485958,25866.20929674374,107.76862148971917,1064288256,16777216,8388608,128986.09888791102,2819351.3481078483,79,2,16384,414,4000,0,0,215.5572445795664,0,0.6200496039683174,0,0,0,10775.582046563724,107.76862148971917,112,2000,0,0.2200176014081126,0,0.2200176014081126,4365.669253540283,0.9999496053180132,0.2200176014081126,0.0,0,0,54.28434274741979,0,9,0,4689.015121209696,538.8431074485958,0.0,0,0,53.9043123449876,53.88431074485958,4150.412032962637,,4419.553564285143,,95,21.893683123129648,23505403904,,,,,,,53.88431074485958,53.88431074485958,107.76862148971917,1718970.24,1717516.76,3745.4,1268.08,100.00400000001537,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
381,1,2,2,1,1,1,1024,1,25,100,0.048,4000,58.09,85.45000000006985,8.0308333333334,0,0,0.1883333333333136,0.1291666666666794,1.7108333333334256,3.0141666666667484,7.471047133381177,2520244224,33733480448,0,0,1.35605811086e-05,,0,0,85.61362295463526,4840.4800000000005,64910,0,626,6094,26.700000000186265,0,0,6.0,5,6,5,5,151,0,121.56,0,19694.54,0,0.0,9725.5,0,48625.44,0.0,0,12503.32,243.12,12390.4,58.3,58.3,27979.44,116.6,1063485440,16777216,8388608,139522.92,3048564.2,79,2,16384,413,4000,0,0,233.16,0,0.52,0,0,0,11657.4,116.58,112,2000,0,0.18,0,0.18,4722.5,0.9999618860477524,0.18,0.0,0,0,58.620000000000005,0,9,0,5072.32,583.0,0.0,0,0,58.32,58.3,4489.56,,4780.8,,98,21.89030290458822,23501774848,,,,,,,58.3,58.3,116.6,1846341.67,1844885.69,4077.42,1239.76,100.01600000000326,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
382,1,2,3,1,1,1,1024,1,25,100,0.048,4000,59.02,85.20333333332867,8.219166666666755,0,0,0.1933333333333612,0.1325000000000239,1.7208333333335304,3.048333333333781,7.497262228540507,2529087488,33733480448,0,0,1.35471158713e-05,,0,0,85.5999575805173,4945.9800000000005,64734,189,613,5908,26.819999999832355,0,0,6.0,5,6,5,5,151,0,119.38,0,19342.14,0,0.0,9551.48,0,47755.42,0.0,0,12283.58,238.76,12170.68,59.54,59.56,28591.72,119.08,1060601856,16777216,8388608,142558.14,3115808.04,79,2,16384,414,4000,0,0,238.26,0,0.62,0,0,0,11912.0,119.12,112,2000,0,0.22,0,0.22,4825.46,0.9999544105701164,0.22,0.0,0,0,59.96,0,9,0,5182.8,595.48,0.0,0,0,59.58,59.56,4587.56,,4885.02,,93,21.89189000494176,23503478784,,,,,,,,,119.1,1892520.01,1891069.87,4188.54,1199.16,100.01000000000931,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
383,1,2,7,1,1,1,1024,1,25,100,0.048,4000,61.44,84.8499999999767,8.393333333332976,0,0,0.2016666666666821,0.1900000000000167,1.6733333333332894,3.0016666666658693,7.483432217708412,2524422144,33733480448,0,0,1.35330733335e-05,,0,0,85.6059403337397,4898.38,64948,0,588,6285,27.52000000001863,0,0,5.666666666666667,5,6,5,5,151,0,70.44,0,11409.56,0,0.0,5634.12,0,28176.0,0.0,0,7340.52,140.88,7227.64,58.98,58.98,28312.04,117.96,1064108032,16777216,8388608,141189.9,3084770.02,79,2,16384,413,4000,0,0,235.92,0,0.54,0,0,0,11796.0,117.96,112,2000,0,0.18,0,0.18,4779.04,0.999962336950381,0.18,0.0,0,0,59.34,0,9,0,5132.92,589.8000000000001,0.0,0,0,58.98,58.98,4543.400000000001,,4838.02,,98,21.89236689807683,23503990784,,,,,,,58.98,58.98,117.96,1892745.23,1891296.02,4190.12,1120.1,100.01600000000326,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
384,1,2,15,1,1,1,1024,1,25,100,0.048,4000,63.44,84.72583333334963,8.581666666666024,0,0,0.2066666666666634,0.1333333333333091,1.7524999999999031,3.0750000000003483,7.47040359468572,2520027136,33733480448,0,0,1.35188107453e-05,,0,0,85.66869939069841,5215.5,63956,952,628,6034,31.419999999925498,0,0,6.0,5,6,5,5,151,0,71.3,0,11549.76,0,0.0,5703.34,0,28520.0,0.0,0,7452.82,142.6,7327.24,62.82,62.82,30159.16,125.64,1047855104,16777216,8388608,150341.24,3285912.48,79,2,16384,413,4000,0,0,251.34,0,0.62,0,0,0,12566.0,125.66,112,2000,0,0.2,0,0.2,5088.42,0.9999606966132272,0.2,0.0,0,0,63.24,0,9,0,5465.34,628.2,0.0,0,0,62.84,62.82,4837.46,,5151.24,,102,21.89170306283281,23503278080,,,,,,,62.82,62.82,125.64,1999580.62,1998127.49,4420.04,1109.44,100.01599999994508,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
385,1,2,2,0,1,1,1024,1,25,100,0.048,4000,61.67,85.11333333332249,8.287500000000213,0,0,0.1991666666666561,0.133333333333347,1.7041666666665,3.221666666666428,7.47251634436509,2520739840,33733480448,0,0,1.35040761165e-05,,0,0,85.6387280580829,5125.0,64207,688,641,6135,24.29999999981373,0,0,6.0,5,6,5,5,151,0,70.96000000000001,0,11499.04,0,0.0,5678.36,0,28381.6,0.0,0,7391.52,141.94,7278.6,61.74,61.74,29634.26,123.48,1051967488,16777216,8388608,147736.2,3229315.6,79,2,16384,414,4000,0,0,246.96,0,0.66,0,0,0,12348.0,123.48,112,2000,0,0.22,0,0.22,5000.02,0.9999560021118986,0.22,0.0,0,0,62.18,0,9,0,5370.46,617.4,0.0,0,0,61.74,61.74,4753.38,,5061.76,,94,21.89183277776555,23503417344,,,,,,,61.74,61.74,123.48,1960122.22,1958669.59,4330.34,917.64,99.97399999998744,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
386,1,2,2,1,1,1,1024,1,25,100,0.048,4000,57.91,85.40833333330617,8.029166666666395,0,0,0.193333333333328,0.184999999999988,1.6466666666666845,2.950000000000273,7.555374986962278,2548690944,33733480448,0,0,1.34898887677e-05,,0,0,86.26892526595395,4687.56,64560,211,765,6362,26.560000000055883,0,0,6.0,5,6,5,5,151,0,68.66,0,11123.48,0,0.0,5492.86,0,27468.0,0.0,0,7160.860000000001,137.32,7047.96,56.46,56.46,27094.9,112.88,1057751040,16777216,8388608,135114.94,2952067.6,79,2,16384,294,4000,0,0,225.78,0,0.52,0,0,0,11288.0,112.88,69,2000,0,0.18,0,0.18,4573.3,0.9999606426616056,0.18,0.0,0,0,56.78,0,9,0,4912.02,564.52,0.0,0,0,,56.46,4347.8,,4629.78,,504,21.89209602277611,23503699968,,,,,,,,56.46,112.88,1817389.27,1815936.31,3916.86,1180.02,99.99599999998463,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
387,1,2,2,2,1,1,1024,1,25,100,0.048,4000,62.54,85.31916666667287,8.129166666665999,0,0,0.1949999999999742,0.1258333333333136,1.6816666666664633,3.2024999999999486,7.618575343749839,2570010624,33733480448,0,0,1.34758065665e-05,,0,0,86.38273344207454,5173.02,64815,1,720,6052,32.859999999869615,0,0,6.0,5,6,5,5,151,0,70.58,0,11437.2,0,0.0,5647.84,0,28235.92,0.0,0,7331.24,141.16,7231.04,62.32,62.32,29906.48,124.64,1061928960,16777216,8388608,149119.86000000002,3258685.5,79,2,16384,293,4000,0,0,249.2,0,0.62,0,0,0,12462.0,124.62,69,2000,0,0.2,0,0.2,5046.92,0.9999603734406948,0.2,0.0,0,0,62.72,0,9,0,5420.84,623.2,0.0,0,0,62.32,62.32,4797.96,,5109.24,,914,21.8918632989262,23503450112,,,,,,,62.32,62.32,124.64,1970670.42,1969342.82,4264.0,927.96,100.00599999999396,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
388,1,2,2,1,1,1,1024,1,25,100,0.048,4000,57.83,85.20666666670392,8.113333333333687,0,0,0.19499999999996,0.1533333333333123,1.7091666666665708,3.093333333333097,7.470051469739175,2519908352,33733480448,0,0,1.34621861572e-05,,0,0,85.65688408885165,4721.36,64194,711,631,6159,25.159999999683347,0,0,6.0,5,6,5,5,151,0,69.46000000000001,0,11248.76,0,0.0,5554.76,0,27782.5,0.0,0,7241.78,138.92000000000002,7128.84,56.84,56.84,27292.08,113.68,1051754496,16777216,8388608,136089.06,2974015.18,79,2,16384,413,4000,0,0,227.44,0,0.6,0,0,0,11370.0,113.7,112,2000,0,0.2,0,0.2,4606.24,0.9999565825235974,0.2,0.0,0,0,57.26,0,9,0,4947.3,568.4,0.0,0,0,56.86,56.84,4379.18,,4663.08,,101,21.89388532581892,23505620992,,,,,,,56.84,56.84,113.68,1811447.41,1809619.76,4037.62,1201.9,100.02599999995437,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
389,1,2,2,1,0,1,1024,1,25,100,0.048,4000,58.83,85.45000000001166,8.024166666666135,0,0,0.1908333333333303,0.1533333333333194,1.6749999999998784,2.9950000000000423,7.548126069958968,2546245632,33733480448,0,0,1.34486640153e-05,,0,0,86.23317509472662,4815.46,64751,779,6,5996,30.34000000031665,0,0,6.0,5,6,5,5,151,0,66.64,0,10796.8,0,0.0,5331.54,0,26656.0,0.0,0,6956.6,133.28,6843.74,57.98,58.0,27832.04,115.96,1060880384,16777216,8388608,138806.0,3033459.48,79,2,16384,295,4000,0,0,231.92,0,0.66,0,0,0,11596.0,115.96,69,2000,0,0.22,0,0.22,4698.06,0.9999531743531674,0.22,0.0,0,0,58.42,0,9,0,5046.02,579.88,0.0,0,0,58.02,58.0,4466.4400000000005,,4756.06,,511,21.889341488027902,23500742656,,,,,,,,58.0,115.96,1853456.33,1852004.52,4030.14,1207.76,100.0020000000368,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
390,1,2,2,1,1,0,1024,1,25,100,0.048,4000,59.8,85.03093518944937,8.304664946564039,0,0,0.1950117007020353,0.1483422338673654,1.730937189564668,3.078518044416042,7.474167688942046,2521296896,33733480448,0,0,1.34348235429e-05,,0,0,85.62101273903365,4976.76,64919,0,617,6256,27.175630537534225,0,0,6.0,5,6,5,5,151,0,71.28,0,11546.32,0,0.0,5701.66,0,28516.0,0.0,0,7425.6,142.6,7312.68,59.96,59.96,28779.54,119.92,1063632896,16777216,8388608,143461.22,3135813.52,79,2,16384,413,4000,0,0,239.84,0,0.58,0,0,0,11992.0,119.92,112,2000,0,0.2,0,0.2,4855.5,0.9999588112939432,0.2,0.0,0,0,60.34,0,9,0,5215.26,599.6,0.0,0,0,59.96,59.96,4615.9400000000005,,4915.46,,93,21.89199682900401,23503593472,,,,,,,59.96,59.96,119.92,1899298.307898474,1897845.460727644,4191.931515890954,1141.4284857091427,100.0060003600216,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
391,1,2,2,1,1,1,1024,1,25,100,0.048,4000,58.63,85.29583333333723,8.165000000000267,0,0,0.1908333333333492,0.1424999999999817,1.6975000000001426,3.0066666666669635,7.543427023258346,2544660480,33733480448,0,0,1.34207180363e-05,,0,0,86.24846771013435,4907.28,64770,0,766,6048,31.04000000003725,0,0,6.0,5,6,5,5,151,0,67.72,0,10974.28,0,0.0,5419.18,0,27092.0,0.0,0,7065.92,135.44,6953.02,59.120000000000005,59.120000000000005,28368.56,118.24,1061191680,16777216,8388608,141459.78,3091526.68,79,2,16384,295,4000,0,0,236.4,0,0.6,0,0,0,11824.0,118.24,69,2000,0,0.2,0,0.2,4787.7,0.999958228033167,0.2,0.0,0,0,59.52,0,9,0,5142.400000000001,591.2,0.0,0,0,59.120000000000005,59.120000000000005,4551.52,,4846.82,,503,21.891905265522084,23503495168,,,,,,,59.120000000000005,59.120000000000005,118.24,1871377.81,1869921.57,4026.04,1243.02,100.01399999996649,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
392,1,2,2,1,1,1,100,1,25,100,0.048,4000,57.92,85.2308333333155,8.282499999999802,0,0,0.2000000000000265,0.1458333333333072,1.6891666666664755,2.9508333333333967,7.464891017936154,2518167552,33733480448,0,0,1.34076200911e-05,,0,0,85.60344413790266,4673.96,64859,0,677,4797,30.82000000029802,0,0,6.0,5,6,5,5,151,0,73.02,0,11829.12,0,0.0,5841.34,0,29206.8,0.0,0,7600.02,146.04,7487.12,56.26,56.26,27021.74,112.52,1062649856,16777216,8388608,134724.84,2945130.76,79,2,16384,414,4000,0,0,225.18,0,0.66,0,0,0,11256.0,112.56,112,2000,0,0.22,0,0.22,4560.02,0.999951756925074,0.22,0.0,0,0,56.72,0,9,0,4897.62,562.6,0.0,0,0,56.3,56.26,4335.28,,4616.28,,95,21.8882198353742,23499538432,,,,,,,56.26,56.26,112.54,1812877.73,1811426.52,4012.26,1284.02,99.9900000000489,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
393,1,2,2,1,1,1,1024,1,25,100,0.048,4000,58.49,85.41666666660845,8.020833333332728,0,0,0.188333333333361,0.1316666666666985,1.714166666666756,3.0466666666659425,7.536578800159745,2542350336,33733480448,0,0,1.33937061499e-05,,0,0,86.37454165903802,4932.350823868182,64527,183,826,6285,23.28000000026077,0,0,6.0,5,6,5,5,151,0,76.02,0,12315.0,0,0.0,6081.28,0,30400.0,0.0,0,7927.64,152.02,7802.06,59.410494320908654,59.410494320908654,28508.95856662934,118.78099504079348,1057210368,16777216,8388608,142172.29243321068,3106703.747400416,79,2,16384,294,4000,0,0,237.5619900815869,0,0.5799072148456247,0,0,0,11878.099504079348,118.78099504079348,69,2000,0,0.1999680051191809,0,0.1999680051191809,4812.170052791554,0.9999584470844396,0.1999680051191809,0.0,0,0,59.77043673012318,0,9,0,5168.613021916493,594.0249560070389,0.0,0,0,59.43049112142057,59.410494320908654,4574.868021116621,,4871.580547112462,,505,21.89189763523192,23503486976,,,,,,,,59.410494320908654,118.78099504079348,1880317.0,1878862.42,4031.92,1238.18,100.00199999997858,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
394,1,2,2,1,1,1,5000,1,25,100,0.048,4000,56.66,85.64750000004037,7.854166666667122,0,0,0.183333333333304,0.168333333333301,1.6566666666668275,2.9124999999999845,7.567019394677786,2552619008,33733480448,0,0,1.33808567061e-05,,0,0,86.41965761100268,4701.26,62843,2322,371,5601,30.95999999996275,0,0,6.0,5,6,5,5,151,0,75.36,0,12213.3,0,0.0,6031.1,0,30151.06,0.0,0,7838.64,150.76,7725.72,56.6,56.6,27170.0,113.2,1029619712,16777216,8388608,135513.9,2961504.56,79,2,16384,295,4000,0,0,226.4,0,0.66,0,0,0,11320.0,113.2,69,2000,0,0.22,0,0.22,4586.6,0.9999520364871524,0.22,0.0,0,0,57.04,0,9,0,4926.2,566.0,0.0,0,0,56.6,56.6,4360.52,,4643.2,,905,21.89198919871386,23503585280,,,,,,,56.6,56.6,113.2,1789000.7000000002,1787549.86,3955.16,1194.8,99.98800000001212,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
395,1,2,2,1,1,1,10000,1,25,100,0.048,4000,56.78,85.79250000000077,7.960833333333691,0,0,0.1741666666666503,0.1308333333333611,1.6299999999998438,2.8741666666668,7.598419226119219,2563211264,33733480448,0,0,1.33674495706e-05,,0,0,86.37937118281162,4620.64,58025,7195,316,5034,32.479999999981366,0,0,5.833333333333333,5,6,5,5,151,0,75.38,0,12211.06,0,0.0,6029.9800000000005,0,30152.0,0.0,0,7814.26,150.76,7714.04,55.68,55.68,26710.2,111.32,950681600,16777216,8388608,133201.12,2911609.22,79,2,16384,295,4000,0,0,222.58,0,0.64,0,0,0,11132.0,111.3,69,2000,0,0.22,0,0.22,4507.900000000001,0.9999511991694984,0.22,0.0,0,0,56.08,0,9,0,4841.96,556.76,0.0,0,0,55.68,55.68,4285.52,,4563.58,,1295,21.889223218530407,23500615680,,,,,,,55.68,55.68,111.32,1765165.1,1763708.91,3955.04,1188.64,99.94799999997484,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
396,1,2,2,1,1,1,1024,1,25,100,0.048,4000,57.91,85.5191666666263,7.997500000000095,0,0,0.1900000000000072,0.1175000000000044,1.6991666666669214,2.99166666666656,7.470209318853151,2519961600,33733480448,0,0,1.3353977878e-05,,0,0,85.8529624963932,4887.76,64749,149,638,6155,32.20000000018627,0,0,6.0,5,6,5,5,151,0,70.08,0,11353.56,0,0.0,5606.5,0,28020.2,0.0,0,7276.82,140.16,7176.64,58.88,58.88,28260.58,117.76,1060847616,16777216,8388608,140892.4,3078991.32,79,2,16384,413,4000,0,0,235.52,0,0.54,0,0,0,11776.0,117.76,112,2000,0,0.18,0,0.18,4768.68,0.9999622551301568,0.18,0.0,0,0,59.24,0,9,0,5121.9400000000005,588.8000000000001,0.0,0,0,,58.88,4533.4400000000005,,4827.56,,101,21.893721274580457,23505444864,,,,,,,58.88,58.88,117.76,1869447.15,1867998.29,4055.56,1257.94,100.00600000005215,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
397,1,2,2,1,1,1,1024,2,25,100,0.048,4000,62.07,84.80999999993945,8.444166666666812,0,0,0.2074999999999818,0.14416666666668,1.8116666666666104,3.0425000000002456,7.47472623196073,2521485312,33733480448,0,0,1.33407183252e-05,,0,0,85.63701657419797,5128.400000000001,63105,1723,708,5934,25.83999999985098,0,0,6.0,5,6,5,5,151,0,75.44,0,12224.68,0,0.0,6036.72,0,30178.0,0.0,0,7845.64,150.88,7732.72,61.78,61.78,29645.84,123.52,1033912320,16777216,8388608,147824.76,3229878.02,79,2,16384,413,4000,0,0,247.04,0,0.52,0,0,0,12352.0,123.52,112,2000,0,0.18,0,0.18,5003.62,0.9999640273392222,0.18,0.0,0,0,62.1,0,9,0,5374.26,617.72,0.0,0,0,61.78,61.78,4756.82,,5065.42,,97,21.90172163381452,23514034176,,,,,,,61.78,61.78,123.52,1962452.0,1960997.01,4315.34,1311.24,99.99199999996928,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
398,1,2,2,1,1,1,1024,4,25,100,0.048,4000,63.79,84.45333333334807,8.891666666666575,0,0,0.215833333333336,0.1366666666666395,1.825833333333435,2.96166666666727,7.464915302415221,2518175744,33733480448,0,0,1.33266035356e-05,,0,0,85.60053400844045,5238.654319259156,61702,3143,691,6845,26.0,0,0,5.833333333333333,5,6,5,5,151,0,71.84,0,11637.2,0,0.0,5746.58,0,28734.3,0.0,0,7456.6,143.68,7356.400000000001,63.123787427245645,63.123787427245645,30285.45712742765,126.24757485449128,1010925568,16777216,8388608,151008.42050523034,3299779.606776407,79,2,16384,397,4000,0,0,252.3751425085505,0,0.5400324019441167,0,0,0,12620.757245434728,126.20757245434729,112,2000,0,0.1800108006480389,0,0.1800108006480389,5111.086665199913,0.999964781567455,0.1800108006480389,0.0,0,0,63.48380902854172,0,9,0,5489.789387363243,631.2378742724565,0.0,0,0,,63.123787427245645,4858.871532291938,,5174.210452627159,,97,21.89513287826028,23506960384,,,,,,,63.123787427245645,63.123787427245645,126.24757485449128,2000936.58,1999474.17,4413.2,1306.02,99.96799999999348,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
