id,innodb_buffer_pool_size,innodb_read_io_threads,innodb_write_io_threads,innodb_flush_log_at_trx_commit,innodb_adaptive_hash_index,sync_binlog,innodb_lru_scan_depth,innodb_buffer_pool_instances,innodb_change_buffer_max_size,innodb_io_capacity,innodb_log_file_size,table_open_cache,tps,Average CPU Usage (Idle Mode),Average CPU Usage (IO Wait Mode),Average CPU Usage (IRQ Mode),Average CPU Usage (Nice Mode),Average CPU Usage (SoftIRQ Mode),Average CPU Usage (Steal Mode),Average CPU Usage (System Mode),Average CPU Usage (User Mode),Average Memory Usage Percentage,Total Memory Usage,Total Memory,Average Memory Swap In,Average Memory Swap Out,Average Network Retransmit Rate,Average Swap Usage Percentage,Average Pages Swap In/Out (60s Rate),Average Pages Swap Out (60s Rate),InnoDB Buffer Pool Cache Hit Rate,Current QPS (Queries Per Second),InnoDB Buffer Pool (Data Pages),InnoDB Buffer Pool (Free Pages),InnoDB Buffer Pool (Misc Pages),InnoDB Dirty Buffer Pages,Max CPU Usage (100 - Idle),MySQL Aborted Clients (60s Rate),MySQL Aborted Connections (60s Rate),MySQL Threads Running (Max Over Time),MySQL Client Threads Connected (Max Over Time),MySQL Threads Running (Max Over Time).1,MySQL Threads Connected (Max Over Time),MySQL Max Used Connections,MySQL Max Connections,MySQL File Openings (60s Rate),MySQL Handlers (Delete),MySQL Handlers (Discover),MySQL Handlers (External Lock),MySQL Handlers (MRR Init),MySQL Handlers (Read First Record),MySQL Handlers (Key Read),MySQL Handlers (Read Last Record),MySQL Handlers (Read Next Record),MySQL Handlers (Read Previous Record),MySQL Handlers (Read Random),MySQL Handlers (Read Next Record).1,MySQL Handlers (Update),MySQL Handlers (Write),InnoDB Rows Deleted (60s Rate),InnoDB Rows Inserted (60s Rate),InnoDB Rows Read (60s Rate),InnoDB Rows Updated (60s Rate),InnoDB Buffer Pool Total Pages,InnoDB Log Buffer Size,MySQL Internal Memory (Key Buffer Size),MySQL Network Traffic (Bytes Received),MySQL Network Traffic (Bytes Sent),MySQL Open Files (InnoDB),MySQL Open Files,MySQL Open Files Limit,MySQL Open Tables,MySQL Table Open Cache Size,MySQL Full Join Selects (60s Rate),MySQL Full Range Join Selects (60s Rate),MySQL Range Selects (60s Rate),MySQL Range Selects (60s Rate).1,MySQL Full Table Scans (60s Rate),MySQL Slow Queries (60s Rate),MySQL Sort Merge Passes (60s Rate),MySQL Sort Range (60s Rate),MySQL Rows Sorted (60s Rate),MySQL Sort Scans (60s Rate),MySQL Table Definition Cache,MySQL Table Definition Cache Size,MySQL Opened Table Definitions (60s Rate),MySQL Table Locks Immediate (60s Rate),MySQL Table Locks Waited (60s Rate),MySQL Opened Tables (60s Rate),MySQL Table Open Cache Hits (60s Rate),MySQL Table Open Cache Efficiency,MySQL Open Cache Misses (60s Rate),MySQL Open Cache Overflows (60s Rate),MySQL Temporary Disk Tables Created (60s Rate),MySQL Temporary Files Created (60s Rate),MySQL Temporary Tables Created (60s Rate),MySQL Threads Cached,MySQL Thread Cache Size,MySQL Threads Created (60s Rate),MySQL Transaction Handlers (Commit),MySQL Transaction Handlers (Prepare),MySQL Transaction Handlers (Rollback),MySQL Transaction Handlers (Savepoint),MySQL Transaction Handlers (Savepoint Rollback),Top 5 Command Usage (Begin Transaction),Top 5 Command Usage (Commit),Top 5 Command Usage (Select),Top 5 Command Usage (Set Option),Top 5 Command Usage (Statement Execute),Top 5 Command Usage (Statement Prepare),MySQL Uptime,Root Volume Disk Usage Percentage,Root Volume Disk Usage,Top 5 Command Usage (Show Replica Status),Top 5 Command Usage (Show Slave Status),Top 5 Command Usage (Show Variables),Top 5 Command Usage (Statement Close),Top 5 Command Usage (Show Status),Top 5 Command Usage (Admin Commands),Top 5 Command Usage (Delete),Top 5 Command Usage (Insert),Top 5 Command Usage (Update),Average Network Traffic Sent,Average Network Traffic Received,Average Disk IOPS (Read),Average Disk IOPS (Write),Average Disk Busy,label,workload_label,mem_size,num_cpu
359,1,2,2,1,1,1,1024,1,25,100,5.0,4000,50.27,85.7135237486038,8.33983385337476,0,0,0.1850148011840827,0.135844200869419,1.604295010267336,2.803557617943251,7.483444359947938,2524426240,33733480448,0,0,1.38769931116e-05,,0,0,83.65962778205915,4180.8944715577245,65482,0,54,5703,26.53412272985565,0,0,6.0,5,6,5,5,151,0,6.76,0,1114.1,0,0.02,549.88,0,2720.0,0.0,0,1071.06,13.58,800.4,50.34402752220177,50.34402752220177,24169.753580286422,100.68805504440354,1072857088,16777216,8388608,120524.221937755,2634312.6250100005,79,2,16384,413,4000,0,0,201.4161132890631,0,0.6400512040963277,0,0,0,10068.805504440354,100.68805504440354,112,2000,0,0.2000160012801023,0,0.2000160012801023,4078.686294903592,0.9999509630850104,0.2000160012801023,0.0,0,0,50.784062725018,0,9,0,4380.790463237058,503.4402752220177,0.0,0,0,50.36402912232978,50.34402752220177,3877.650212016961,,4129.030322425794,,102,31.51000809840846,33829642240,,,,,,,50.34402752220177,50.34402752220177,100.68805504440354,1603882.0705656451,1602430.644451556,4235.798863909113,1068.8455076406112,99.98599887991315,"[0.47409326 0.02640494 0.07542846 0.05251096 0.02640494 0.03507373
 0.02640494 0.07134316 0.04444002 0.02889597 0.06426863 0.07473097]",64-1000000-4-oltp_read_write_95-0.2,32,24
360,1,2,2,1,1,1,1024,1,25,100,0.048,1,43.78,84.7416666666007,7.45583333333343,0,0,0.1899999999999929,0.1183333333333323,1.6066666666667593,4.873333333333525,7.440655107821271,2509991936,33733480448,0,0,1.38649282323e-05,,0,0,93.52677434715004,3674.24,65491,0,45,5713,27.959999999962747,0,0,6.0,5,6,5,5,151,0,12.66,0,2274.44,0,0.8200000000000001,1088.16,0,5118.64,0.0,0,1534.6,31.64,1318.24,44.24,44.24,21242.14,88.48,1073004544,16777216,8388608,105918.42,2315675.4,79,2,16384,5,1,0,0,177.02,0,0.6,0,0,0,8850.0,88.5,112,2000,0,0.2,0,3584.54,0.0,0.0,3584.54,3584.58,0,0,44.64,0,9,0,3849.82,442.4,0.0,0,0,44.24,44.24,3407.7200000000003,,3628.62,,95,21.88092146283498,23491702784,,,,,,,44.24,44.24,88.48,1404724.89,1403312.2,3722.8,1005.0,99.98599999997532,"[0.47409326 0.02640494 0.07542846 0.05251096 0.02640494 0.03507373
 0.02640494 0.07134316 0.04444002 0.02889597 0.06426863 0.07473097]",64-1000000-4-oltp_read_write_95-0.2,32,24
361,1,2,2,1,1,1,1024,1,25,100,0.048,1000,50.87,85.43333333336827,8.536666666667921,0,0,0.1683333333332986,0.1491666666666589,1.5883333333333292,2.7233333333332057,7.528334219514448,2539569152,33733480448,0,0,1.38529729834e-05,,0,0,92.02307687386974,4272.58,65454,0,82,5511,27.8800000003539,0,0,6.0,5,6,5,5,151,0,26.76,0,4352.84,0,0.02,2149.24,0,10711.9,0.0,0,3114.24,53.56,2830.94,51.46,51.46,24698.74,102.92,1072398336,16777216,8388608,123165.22,2692109.32,79,2,16384,280,1000,0,0,205.84,0,0.6,0,0,0,10291.68,102.92,69,2000,0,0.2,0,12.68,4155.82,0.9969581384190956,12.68,12.48,0,0,51.86,0,9,0,4477.04,514.6,0.0,0,0,51.46,51.46,3962.76,,4219.76,,495,21.891588608480383,23503155200,,,,,,,51.46,51.46,102.92,1631180.09,1629726.62,4215.36,1094.32,99.98600000003351,"[0.47409326 0.02640494 0.07542846 0.05251096 0.02640494 0.03507373
 0.02640494 0.07134316 0.04444002 0.02889597 0.06426863 0.07473097]",64-1000000-4-oltp_read_write_95-0.2,32,24
362,1,2,2,1,1,1,1024,1,25,100,0.048,2000,50.45,85.8041666666395,8.27416666666659,0,0,0.1725000000000042,0.1450000000000126,1.4866666666666413,2.636666666666013,7.612613504137414,2567999488,33733480448,0,0,1.3840244494e-05,,0,0,89.90603209368744,4173.84,64806,655,75,5400,30.399999999906857,0,0,6.0,5,6,5,5,151,0,44.92,0,7294.400000000001,0,0.02,3601.88,0,17968.0,0.0,0,4921.18,89.84,4650.56,50.26,50.26,24128.48,100.52,1061781504,16777216,8388608,120317.98,2630311.5,79,2,16384,295,2000,0,0,201.08,0,0.66,0,0,0,10054.0,100.54,69,2000,0,0.22,0,0.22,4071.88,0.999945973821861,0.22,0.0,0,0,50.72,0,9,0,4373.46,502.6,0.0,0,0,50.26,50.26,3871.16,,4122.14,,895,21.8916458356566,23503216640,,,,,,,50.26,50.26,100.52,1591631.6500000004,1590178.5600000003,4116.140000000001,1097.34,99.99599999998463,"[0.47409326 0.02640494 0.07542846 0.05251096 0.02640494 0.03507373
 0.02640494 0.07134316 0.04444002 0.02889597 0.06426863 0.07473097]",64-1000000-4-oltp_read_write_95-0.2,32,24
363,1,2,2,1,1,1,1024,1,25,100,0.048,4000,51.24,85.83666666674739,8.216666666666699,0,0,0.1824999999999761,0.1433333333333522,1.4783333333335424,2.688333333333427,7.625872829711284,2572472320,33733480448,0,0,1.38277453523e-05,,0,0,88.7349044135186,4283.24,65457,0,79,5764,33.93999999994411,0,0,5.833333333333333,5,6,5,5,151,0,47.78,0,7760.0,0,0.02,3831.8,0,19116.0,0.0,0,5210.04,95.56,4939.42,51.56,51.56,24751.74,103.12,1072447488,16777216,8388608,123461.96,2698025.98,79,2,16384,295,4000,0,0,206.28,0,0.64,0,0,0,10308.74,103.12,69,2000,0,0.22,0,0.22,4178.66,0.9999473543150316,0.22,0.0,0,0,51.98,0,9,0,4488.02,515.6,0.0,0,0,51.56,51.56,3972.7,,4230.2,,1285,21.88724697337864,23498493952,,,,,,,51.56,51.56,103.12,1633444.59,1631989.5,4222.96,1079.22,99.99200000002747,"[0.47409326 0.02640494 0.07542846 0.05251096 0.02640494 0.03507373
 0.02640494 0.07134316 0.04444002 0.02889597 0.06426863 0.07473097]",64-1000000-4-oltp_read_write_95-0.2,32,24
364,1,2,2,1,1,1,1024,1,25,100,0.048,4000,56.96,85.52249999998216,8.137500000000122,0,0,0.1900000000000119,0.1475000000000221,1.5591666666665562,2.9208333333335004,7.475891886956234,2521878528,33733480448,0,0,1.38148457346e-05,,0,0,85.84238913788131,4748.52,64843,61,632,6291,26.86000000033528,0,0,6.0,5,6,5,5,151,0,58.33120266666666,0,9637.018461333331,0,0.0,4729.658413333334,0,23384.181936,0.0,0,6226.484165333333,121.94591733333333,5986.245293333333,57.18,57.18,27447.66,114.36,1062387712,16777216,8388608,136880.06,2990735.88,79,2,16384,415,4000,0,0,228.72,0,0.58,0,0,0,11436.0,114.36,112,2000,0,0.18,0,0.18,4632.8,0.9999611481163312,0.18,0.0,0,0,57.58,0,9,0,4975.900000000001,571.8000000000001,0.0,0,0,57.18,57.18,4404.400000000001,,4689.9800000000005,,103,21.89338935695844,23505088512,,,,,,,57.18,57.18,114.36,1814170.41,1812716.9,3956.16,1212.58,100.0,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
365,2,2,2,1,1,1,1024,1,25,100,0.048,4000,63.36,85.23333333335663,8.130833333333157,0,0,0.2158333333333407,0.1733333333333462,1.6191666666666529,3.0191666666667056,10.918836049774924,3683303424,33733480448,0,0,1.38001976759e-05,,0,0,86.84786801578588,5062.28,129426,694,952,8281,27.120000000111755,0,0,5.833333333333333,5,6,5,5,151,0,59.45965866666666,0,9838.22813866667,0,0.0,4828.318346666667,0,23837.895440000004,0.0,0,6365.672378666667,124.18598400000003,6111.940304,60.98,60.98,29267.92,121.96,2120515584,16777216,8388608,145924.48,3188903.98,79,2,16384,413,4000,0,0,243.9,0,0.6,0,0,0,12196.0,121.96,112,2000,0,0.2,0,0.2,4938.92,0.9999595069567048,0.2,0.0,0,0,61.38,0,9,0,5304.82,609.8000000000001,0.0,0,0,61.0,60.98,4695.3,,4999.900000000001,,96,21.891699247687725,23503273984,,,,,,,60.98,60.98,121.96,1963156.2,1961753.07,3778.84,1401.9,99.99400000000604,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
366,3,2,2,1,1,1,1024,1,25,100,0.048,4000,69.83,85.17583333332246,7.814166666667157,0,0,0.2274999999999873,0.14833333333335,1.8158333333334824,3.257500000000693,14.341259827776897,4837806080,33733480448,0,0,1.37842735304e-05,,0,0,87.69759050395733,5537.84,195478,0,1130,10232,28.52000000001863,0,0,5.833333333333333,5,6,5,5,151,0,62.28,0,10090.92,0,0.0,4983.0,0,24907.62,0.0,0,6489.02,124.54,6388.84,66.72,66.72,32021.92,133.44,3202711552,16777216,8388608,159638.74,3489230.02,79,2,16384,414,4000,0,0,266.88,0,0.68,0,0,0,13343.0,133.44,112,2000,0,0.22,0,0.22,5402.92,0.9999592829354782,0.22,0.0,0,0,67.18,0,9,0,5803.16,667.2,0.0,0,0,,66.72,5136.38,,5469.64,,99,21.88868146792896,23500034048,,,,,,,66.72,66.72,133.44,2117961.59,2116460.82,3620.34,1550.46,100.01399999996649,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
367,4,2,2,1,1,1,1024,1,25,100,0.048,4000,75.0,84.48999999999067,8.009166666666564,0,0,0.2324999999999875,0.1875000000000047,1.8924999999998515,3.433333333333167,17.787543106468135,6000357376,33733480448,0,0,1.37671542949e-05,,0,0,88.3196392791679,6188.58,260770,107,1267,11429,32.28000000026077,0,0,6.0,5,6,5,5,151,0,61.24,0,9919.86,0,0.0,4898.52,0,24501.88,0.0,0,6386.12,122.48,6285.900000000001,74.58,74.58,35795.44,149.16,4272455680,16777216,8388608,178396.52,3899090.0,79,2,16384,413,4000,0,0,298.32,0,0.62,0,0,0,14916.0,149.16,112,2000,0,0.2,0,0.2,6038.0,0.9999668775462888,0.2,0.0,0,0,75.0,0,9,0,6485.4400000000005,745.8000000000001,0.0,0,0,,74.58,5740.0,,6112.58,,101,21.89205787132531,23503659008,,,,,,,74.58,74.58,149.16,2361163.75,2359667.01,3594.88,1685.46,100.00799999997253,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
368,6,2,2,1,1,1,1024,1,25,100,0.048,4000,90.35,83.84999999997673,8.095833333333303,0,0,0.2750000000000104,0.2033333333333568,2.096666666666769,3.671666666666928,24.35501334249992,8215793664,33733480448,0,0,1.37493275624e-05,,0,0,88.86825970712458,6954.02,376972,14586,1658,15318,26.540000000037256,0,0,5.833333333333333,5,6,5,5,151,0,51.620000000000005,0,8365.76,0,0.0,4131.04,0,20644.64,0.0,0,5437.4400000000005,103.24,5324.5,83.78,83.78,40216.82,167.56,6176309248,16777216,8388608,200447.92,4380614.9,79,2,16384,414,4000,0,0,335.16,0,0.64,0,0,0,16755.6,167.56,112,2000,0,0.22,0,0.22,6785.12,0.9999675771589928,0.22,0.0,0,0,84.2,0,9,0,7287.74,837.8000000000001,0.0,0,0,,83.78,6450.3,,6868.900000000001,,101,21.894003595316423,23505747968,,,,,,,83.78,83.78,167.56,2680676.29,2679274.06,3634.84,1606.54,100.01000000000931,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
369,8,2,2,1,1,1,1024,1,25,100,0.048,4000,99.1,83.75333333331704,8.083333333333334,0,0,0.2824999999999988,0.1599999999999894,2.2000000000000832,3.819166666665903,25.84243768572314,8717553664,33733480448,0,0,1.37284452794e-05,,0,0,89.07285284659676,7257.52,396069,126352,1867,15500,33.080000000074506,0,0,6.0,5,6,5,5,151,0,62.52,0,10126.58,0,0.0,5000.6,0,25006.88,0.0,0,6539.6,125.04,6426.7,87.4,87.4,41959.98,174.8,6489194496,16777216,8388608,209188.22,4569936.46,79,2,16384,413,4000,0,0,349.68,0,0.64,0,0,0,17480.24,174.82,112,2000,0,0.2,0,0.2,7081.3,0.999971757396032,0.2,0.0,0,0,87.86,0,9,0,7605.72,874.0,0.0,0,0,87.42,87.4,6732.04,,7168.7,,109,21.88968866623025,23501115392,,,,,,,87.4,87.4,174.8,2804580.75,2803081.5300000003,3655.54,1688.1,100.0,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
370,9,2,2,1,1,1,1024,1,25,100,0.048,4000,101.07,83.83416666670628,7.978333333333165,0,0,0.2766666666666662,0.1808333333333489,2.175833333333382,3.80583333333334,26.23395205733857,8849625088,33733480448,0,0,1.37064047554e-05,,0,0,89.10096864542562,7252.92,399257,188627,1940,15411,34.2400000002235,0,0,5.833333333333333,5,6,5,5,151,0,63.2,0,10240.1,0,0.0,5056.66,0,25280.0,0.0,0,6609.28,126.4,6496.400000000001,87.36,87.36,41947.4,174.76,6541426688,16777216,8388608,209057.7,4568652.78,79,2,16384,413,4000,0,0,349.6,0,0.6,0,0,0,17480.0,174.8,112,2000,0,0.2,0,0.2,7076.84,0.9999717395973458,0.2,0.0,0,0,87.8,0,9,0,7601.08,873.6800000000001,0.0,0,0,87.36,87.36,6727.64,,7164.2,,111,21.89456442164327,23506350080,,,,,,,87.36,87.36,174.78,2795039.9700000007,2793588.2900000005,3609.1600000000008,1694.2000000000005,100.00999999995112,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
371,12,2,2,1,1,1,1024,1,25,100,0.048,4000,105.01,83.84333333332326,8.075833333333321,0,0,0.2741666666666826,0.1925000000000049,2.1091666666665483,3.725833333333109,26.57060779072802,8963190784,33733480448,0,0,1.36844308846e-05,,0,0,88.96518541430389,7107.140000000001,388863,395755,1814,16388,27.85999999986961,0,0,6.0,5,6,5,5,151,0,60.66,0,9831.34,0,0.0,4854.82,0,24270.06,0.0,0,6352.82,121.34,6239.92,85.60000000000002,85.60000000000002,41096.280000000006,171.22000000000003,6371131392,16777216,8388608,204852.92000000004,4476673.500000001,79,2,16384,414,4000,0,0,342.4800000000001,0,0.6400000000000001,0,0,0,17123.300000000003,171.24000000000004,112,2000,0,0.22,0,0.22,6934.560000000001,0.999968275850135,0.22,0.0,0,0,86.04000000000002,0,9,0,7448.180000000001,856.0000000000001,0.0,0,0,85.60000000000002,85.60000000000002,6592.460000000001,,7020.180000000001,,111,21.894984087602143,23506800640,,,,,,,85.60000000000002,85.60000000000002,171.22000000000003,2739025.0700000003,2737616.5,3629.78,1659.1,100.01199999998788,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
372,16,2,2,1,1,1,1024,1,25,100,0.048,4000,104.63,83.99500000001476,7.9341666666672,0,0,0.2849999999999776,0.1708333333333674,2.175833333333382,3.76750000000008,27.980188236282643,9438691328,33733480448,0,0,1.36614361351e-05,,0,0,88.99167851762155,7214.32,394453,652258,1865,14814,27.459999999962747,0,0,5.833333333333333,5,6,5,5,151,0,70.46000000000001,0,11411.12,0,0.0,5634.88,0,28176.0,0.0,0,7340.76,140.92000000000002,7227.860000000001,86.92,86.92,41719.02,173.84,6462717952,16777216,8388608,207941.42,4543706.72,79,2,16384,413,4000,0,0,347.68,0,0.56,0,0,0,17382.82,173.84,112,2000,0,0.2,0,0.2,7039.1,0.9999715880840424,0.2,0.0,0,0,87.28,0,9,0,7560.6,869.2,0.0,0,0,,86.92,6691.68,,7126.02,,113,21.8909362186716,23502454784,,,,,,,86.92,86.92,173.84,2786545.2,2785173.1700000004,3667.78,1698.34,100.00600000005215,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
373,18,2,2,1,1,1,1024,1,25,100,0.048,4000,104.95,83.97999999998136,8.096666666666957,0,0,0.2750000000000057,0.17499999999999,2.123333333333335,3.698333333333494,28.255355668659163,9531514880,33733480448,0,0,1.36388073937e-05,,0,0,88.91455422211774,7017.08,390302,787514,1832,15592,28.30000000027939,0,0,5.833333333333333,5,6,5,5,151,0,79.56,0,12886.04,0,0.0,6363.28,0,31816.0,0.0,0,8259.86,159.1,8146.96,84.52,84.54,40570.08,169.04,6394707968,16777216,8388608,202254.48,4418932.0,79,2,16384,414,4000,0,0,338.08,0,0.56,0,0,0,16904.0,169.04,112,2000,0,0.2,0,0.2,6846.62,0.9999707893591476,0.2,0.0,0,0,84.88,0,9,0,7353.78,845.32,0.0,0,0,,84.54,6508.78,,6931.16,,111,21.89506039050375,23506882560,,,,,,,,84.54,169.04,2709240.16,2707739.04,3588.94,1633.4,99.95199999999022,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
374,24,2,2,1,1,1,1024,1,25,100,0.048,4000,105.29,83.89666666668685,8.092500000000198,0,0,0.274166666666673,0.1533333333333525,2.1441666666667056,3.7858333333329033,29.771472123907188,10042953728,33733480448,0,0,1.36160588667e-05,,0,0,88.90064362475223,7161.54,387769,1183235,1860,15139,29.60000000009313,0,0,6.0,5,6,5,5,151,0,84.84,0,13747.96,0,0.0,6788.9800000000005,0,33939.46,0.0,0,8769.72,169.68,8670.66,86.26,86.26,41405.34,172.52,6353207296,16777216,8388608,206421.0,4509179.94,79,2,16384,413,4000,0,0,345.04,0,0.56,0,0,0,17251.920000000002,172.52,112,2000,0,0.18,0,0.18,6987.7,0.9999742411146156,0.18,0.0,0,0,86.64,0,9,0,7505.26,862.6,0.0,0,0,86.28,86.26,6642.9800000000005,,7073.96,,113,21.90092426849266,23513178112,,,,,,,86.26,86.26,172.5,2765851.66,2764407.75,3704.76,1652.88,99.98999999999069,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
375,1,1,2,1,1,1,1024,1,25,100,0.048,4000,56.34,85.55986640795966,8.082848362431738,0,0,0.193321734029291,0.1274923504589489,1.693231739428754,2.958155843982316,7.469723629271684,2519797760,33733480448,0,0,1.35955007608e-05,,0,0,85.83460885036713,4772.7,64805,132,599,6311,31.32412055306484,0,0,6.0,5,6,5,5,151,0,92.84,0,15044.96,0,0.0,7429.44,0,37144.0,0.0,0,9579.74,185.68,9479.5,57.48,57.48,27597.3,114.96,1061765120,16777216,8388608,137582.86000000002,3007710.42,79,2,16384,414,4000,0,0,230.0,0,0.68,0,0,0,11500.0,115.0,112,2000,0,0.22,0,0.22,4656.3,0.999952754417462,0.22,0.0,0,0,57.96,0,9,0,5001.18,574.8000000000001,0.0,0,0,57.48,57.48,4426.7,,4713.78,,95,21.89358392935755,23505297408,,,,,,,57.48,57.48,114.98,1824673.4395936243,1823223.8665680056,3961.522308661481,1208.927464352139,99.9940003599784,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
376,1,2,2,1,1,1,1024,1,25,100,0.048,4000,56.68,85.55666666664185,8.089166666665733,0,0,0.1866666666666674,0.1425000000000077,1.6633333333333362,2.948333333333646,7.473342016653575,2521018368,33733480448,0,0,1.36280396916e-05,,0,0,85.63759117547741,4599.68,64906,0,630,6179,25.819999999832365,0,0,5.833333333333333,5,6,5,5,151,0,112.9354825806968,0,18294.84820607176,0,0.0,9034.258629654814,0,45177.79288828447,0.0,0,11658.113675452983,225.8709651613936,11532.51869925203,55.4,55.4,26592.02,110.8,1063419904,16777216,8388608,132593.5,2897905.42,79,2,16384,415,4000,0,0,221.6,0,0.62,0,0,0,11080.0,110.8,112,2000,0,0.2,0,0.2,4487.46,0.9999554333438808,0.2,0.0,0,0,55.82,0,9,0,4819.900000000001,554.0,0.0,0,0,55.44,55.4,4266.18,,4542.86,,104,21.891840408055707,23503425536,,,,,,,55.4,55.4,110.8,1764394.78,1762992.96,3910.46,1177.4,99.96399999997811,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
377,1,3,2,1,1,1,1024,1,25,100,0.048,4000,56.97,85.4141666667226,8.145833333333941,0,0,0.1975000000000004,0.1408333333333213,1.6916666666664923,2.9424999999995034,7.464041061168587,2517880832,33733480448,0,0,1.3614191503e-05,,0,0,85.61990668923785,4727.4400000000005,64649,287,600,6206,30.93999999994412,0,0,6.0,5,6,5,5,151,0,129.82,0,21031.58,0,0.0,10385.78,0,51925.02,0.0,0,13336.04,259.64,13223.18,56.96,56.96,27337.3,113.92,1059209216,16777216,8388608,136273.16,2978512.98,79,2,16384,413,4000,0,0,227.82,0,0.52,0,0,0,11392.0,113.92,112,2000,0,0.18,0,0.18,4612.24,0.9999609749328984,0.18,0.0,0,0,57.3,0,9,0,4953.9400000000005,569.52,0.0,0,0,,,4384.66,,4669.18,,100,21.89003584443257,23501488128,,,,,,,56.96,56.96,113.92,1803601.4100000004,1802100.5200000005,3986.6600000000008,1205.2400000000002,100.0020000000368,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
378,1,7,2,1,1,1,1024,1,25,100,0.048,4000,57.5,85.55749999999534,8.016666666666575,0,0,0.1983333333333566,0.1474999999999914,1.664166666666726,2.9408333333333303,7.475624757686432,2521788416,33733480448,0,0,1.36009044871e-05,,0,0,85.6092254934889,4749.799983998721,64947,0,589,6044,23.979999999981374,0,0,5.833333333333333,5,6,5,5,151,0,127.04,0,20581.3,0,0.0,10163.44,0,50814.76,0.0,0,13032.04,254.08,12931.78,57.20457636610929,57.20457636610929,27462.59700776062,114.4091527322186,1064091648,16777216,8388608,136912.93303464277,2992586.2468997524,79,2,16384,413,4000,0,0,228.8583086646932,0,0.580046403712297,0,0,0,11440.91527322186,114.4091527322186,112,2000,0,0.2000160012801024,0,0.2000160012801024,4634.030722457797,0.9999568394383948,0.2000160012801024,0.0,0,0,57.58460676854149,0,9,0,4977.258180654453,572.0457636610929,0.0,0,0,57.20457636610929,57.20457636610929,4405.492439395152,,4691.235298823906,,94,21.89184803834588,23503433728,,,,,,,57.20457636610929,57.20457636610929,114.4091527322186,1815444.5,1813993.45,4022.4,1199.08,100.01400000002468,"[0.46202832 0.02366695 0.08345214 0.05569813 0.02043532 0.02965498
 0.02062542 0.0710959  0.0544625  0.02062542 0.08022051 0.07803441]",64-1000000-4-oltp_read_write_95-0.6,32,24
